"","News_2013.publishedAt","News_2013.title"
"27","2016-11-11T18:12:18.000Z","Protest Threat Influences Chicago High School To Cancel Classes"
"28","2016-06-02T01:05:19.000Z","UCLA Engineering Students Improvised Door Locks During Shooting"
"29","2016-11-12T13:10:34.000Z","Police Chief Plans To Meet With Black High School Students"
"30","2016-11-12T01:43:17.000Z","Black student protesters will have regular meetings with Chicago Police Chief"
"31","2016-10-14T21:51:24.000Z","Judge Dismisses Sandy Hook Families Lawsuit"
"32","2016-12-14T21:15:07.000Z","Newtown Marks 4th Anniv. Of Sandy Hook Massacre"
"33","2013-04-05T17:01:50.000Z","News - Colorado, Barack Obama, DENVER, Craigslist Craigslist"
"34","2016-07-08T12:20:22.000Z","""Mr. Phil"" Philandro Castile's Shooting Shocks His Colleagues"
"35","2016-04-25T19:52:48.000Z","Two Days After the Wisconsin Prom Shooting Students Return to Scene"
"36","2016-07-08T03:49:14.000Z","Shooting of ""Mr. Phil"" Leave Minnesota Collegues In Shock"
"37","2014-12-11T19:40:25.000Z","In Newtown, Mental Health Problems Still Emerging"
"38","2016-04-24T21:03:13.000Z","Teen shoots 2 outside Wisconsin prom before cop kills him"
"39","2016-06-20T20:04:53.000Z","Gun Maker Seeks Newtown Lawsuit Dismissal"
"40","2013-11-04T22:54:00.000Z","Teacher Shot At LAX Upgraded To Good Condition"
"41","2016-07-29T02:58:28.000Z","Sandy Hook Families, Remington Still At Odds Over Documents"
"42","2014-04-03T22:47:20.000Z","Fort Hood Gunman's Attack Mystifies Hometown"
"43","2016-06-14T20:55:51.000Z","Mother Of Sandy Hooks Victim Writes Orlando Shooting Victims Letter"
"44","2016-10-15T03:56:36.000Z","Newtown Lawsuit Against Gun Maker Dismissed"
"45","2014-06-07T14:03:35.000Z","College Student Disarmed Seattle Gunman"
"46","2016-06-20T17:33:53.000Z","Newtown Families Still Want Justice from Gun Company"
"47","2015-12-14T14:31:02.000Z","Could 2015's Deadliest Shootings Have Been Prevented By Gun Laws?"
"48","2016-07-07T14:26:06.000Z","Minnesota Man Fatally Shot By Police, Video Being Investigated"
"49","2015-07-17T22:14:27.000Z","How Did Gunman Go From Ordinary Suburban Kid to Killer?"
"50","2016-12-14T20:23:33.000Z","Newtown Mourns Sandy Hook Shooting Four Years Later"
"51","2016-10-15T16:00:48.000Z","Newtown Families' Lawsuit Against Gun Maker Dismissed"
"52","2016-04-22T17:59:09.000Z","At Least Seven People Killed in Ohio Shooting"
"53","2014-06-06T23:20:19.000Z","Police: College Student Disarmed Seattle Gunman"
"54","2016-05-06T22:27:50.000Z","3 Fatal Shootings The Act Of Federal Security Guard?"
"55","2016-07-25T21:12:10.000Z","2 Dead, 17 Injured in Shooting at Florida Nightclub's 'Teen' Party"
"56","2015-07-18T20:09:58.000Z","Wrestling Coach Talks About Tennessee Gunman..."
"57","2016-06-14T18:46:49.000Z","Shooters Apartment Investigated By Univision"
"58","2016-07-25T14:10:32.000Z","2 Killed And 17 Shot At Florida Nightclub"
"59","2016-11-16T17:42:26.000Z","Officer Who Killed Philando Castile Charged With Involuntary Manslaughter"
"60","2016-10-04T00:27:55.000Z","LAPD Say Carnell Snell Had Loaded Gun"
"61","2016-07-08T19:41:14.000Z","TN Highway Gunman Motivated By Police Violence"
"62","2014-08-26T06:08:32.000Z","Mourners Urge Black Americans To Take Action"
"63","2016-07-11T20:46:40.000Z","Detroit Cop Demoted After Calling BLM Activists Terrorists"
"64","2016-06-02T00:59:20.000Z","UCLA Students Struggled Doors During Shooting"
"66","2016-07-08T14:21:20.000Z","Celebrities Speak Out Against Latest Police Shootings"
"67","2016-07-12T20:39:00.000Z","Divide Between Law Enforcement And Minorities Threatens To Grow"
"68","2016-07-09T02:33:38.000Z","Dallas Police Killer A Loner And Afghanistan Veteran"
"69","2016-09-24T19:08:44.000Z","Gunman Still At Large In Washington Mall Shooting"
"70","2016-07-09T14:37:27.000Z","Despite Risk of Retaliation, Black Lives Matter Protesters March On"
"72","2014-12-16T14:26:38.000Z","Search Intensifies for Gunman Who Killed 6"
"73","2014-06-06T18:09:51.000Z","Students Helped Stop Gunman At Seattle University"
"74","2016-06-02T01:36:39.000Z","UCLA Goes On Lockdown Due To A Shooting On Campus"
"76","2016-05-04T16:34:36.000Z","Former Employee Kills Co-Worker at Houston Trucking Company"
"77","2016-07-07T21:36:50.000Z","Minn. Governor Addresses Killing Of Man By Police"
"79","2016-07-25T16:09:43.000Z","Florida Nightclub Shooting Results In 2 Killed & At Least 17 Wounded"
"80","2016-06-16T12:56:02.000Z","Winfrey on Orlando Shooting:""What Number is High Enough to Get Our Attention?"""
"81","2016-07-08T01:50:24.000Z","Technology Expidites Social Movement"
"82","2016-06-17T20:35:21.000Z","The Latest: Wife texted gunman on the night of shooting"
"83","2016-07-08T14:11:21.000Z","Suspect in Dallas Shooting Says He Wanted to Kill Whites People"
"84","2016-05-11T19:01:55.000Z","Movie theater security at stake in Colorado trial"
"85","2016-06-02T20:40:06.000Z","Sinister Details Emerge After Murder-Suicide on UCLA Campus"
"86","2014-10-31T13:51:24.000Z","Captured: Manhunt Ends For Trooper Ambush Suspect"
"87","2016-07-07T17:06:52.000Z","Video of Minnesota police killing man in car goes viral"
"88","2016-06-03T03:04:14.000Z","UCLA Shooter Had Kill List"
"89","2016-10-19T20:46:28.000Z","NY Mayor: Police Shooting Of Mentally Ill Woman Unacceptable"
"90","2015-07-03T00:18:55.000Z","Last Funeral for Victim of Charleston Shooting in Columbia"
"91","2016-07-08T12:24:52.000Z","Mother of Philando Castile: ""This has to stop, right now"""
"92","2016-04-26T15:02:22.000Z","Ohio victim's dad notes that killer was able to get by dogs"
"93","2016-04-22T17:43:35.000Z","Rural Ohio Shootings Yield Multiple Fatalities But Little Details"
"94","2016-05-08T16:40:05.000Z","Police Report No Remorse From Federal Officer Charged in Shooting Spree"
"95","2016-04-22T21:10:40.000Z","Death Toll Grows to Eight in Horrific Ohio Massacre"
"96","2016-08-25T03:20:51.000Z","Soldier Who Murdered 5 Dallas Police Officers Asked For Help For PTSD"
"97","2016-07-07T18:31:08.000Z","Man Killed By Minnesota Police"
"98","2016-06-10T14:00:01.000Z","Simple Portraits: You Keep Shooting with Bryan Peterson"
"99","2016-10-26T17:11:48.000Z","Officers On Leave After 2 Suspects Killed at Maryland Motel"
"100","2016-09-26T20:58:29.000Z","Mall Shooter Goes Before Judge Monday"
"101","2016-06-02T15:27:45.000Z","UCLA Murder-Suicide Shooter Identified"
"102","2016-04-23T23:24:25.000Z","Ohio: Search Continues For Killer Of 8 Family Members"
"103","2016-07-08T03:55:33.000Z","Feds Monitoring Minnesota Investigation Of Police Shooting of Philando Castile"
"104","2016-06-18T00:04:19.000Z","FBI Director Travels To Orlando To Thank Investigators"
"105","2016-09-26T18:34:54.000Z","Mall Shooter Remembered as Obnoxious and Rude"
"106","2016-06-01T20:11:22.000Z","Police Respond to Shooting at UCLA Campus"
"107","2016-07-25T16:38:31.000Z","Gunfire at Florida teen nightclub party leaves 2 dead, 17 wounded"
"108","2016-05-18T16:53:30.000Z","Midtown Manhattan Police Shooting Leaves 1 Dead, 1 Injured"
"109","2016-07-08T16:21:32.000Z","5 Dallas officers slain, deadliest day for police since 9/11"
"110","2016-07-12T20:15:20.000Z","Dallas Shooter Had Many Guns On Him"
"111","2016-09-25T12:39:03.000Z","Police Describe Mass Shooter As 'Zombie-Like'"
"112","2016-07-08T15:29:26.000Z","After Shooting, Black Gun Owners Are Unsure How They Will Be Treated"
"113","2016-04-23T12:40:01.000Z","Still No Suspects Caught in Ohio Murder Rampage"
"114","2016-12-09T21:52:23.000Z","CDC Data On Accidental Shootings of Kids Found to Be Lower That Stated"
"115","2016-07-25T17:57:04.000Z","Two Still in Critical Condition Following Florida Shooting"
"116","2016-07-13T18:57:12.000Z","50% Of 2016 Arrests At A St. Paul PD Have Been Black"
"117","2016-04-01T19:21:30.000Z","Greyhound Shooter Identified"
"118","2016-02-18T20:14:08.000Z","California Gunman's Brother's House Searched..."
"119","2016-06-01T20:21:40.000Z","Shooting Erupts on UCLA Campus"
"120","2016-06-01T21:14:13.000Z","UCLA Campus Declared Safe by LAPD After Shooting"
"121","2016-06-01T21:17:32.000Z","LAPD Clears UCLA Campus After Shooting"
"122","2015-07-14T12:46:14.000Z","Movie Theater Shooting Trial Closing in Colorado"
"123","2016-07-25T11:33:43.000Z","2 Killed As Tragedy Strikes Another Florida Nightclub"
"124","2015-06-19T02:55:07.000Z","White Gunman Extinguishes Brightest Lights of Charleston's Black Community"
"125","2016-07-08T15:57:17.000Z","Paul Ryan: Remember 'Our Common Humanity'"
"126","2016-06-02T20:23:48.000Z","UCLA Shooter Sought to Kill Two Professors"
"127","2016-05-18T16:36:15.000Z","NYC Police Kill Knife-Wielding Man"
"128","2016-06-01T22:23:08.000Z","Officers Swarm UCLA After Murder-Suicide"
"129","2016-08-08T21:52:42.000Z","Fatal Shooting After 'Hoodlums' Complaint"
"130","2015-07-18T19:03:40.000Z","Sailor Slain In Tennessee Attacks Was Star Baseball Player"
"131","2016-02-23T00:10:48.000Z","Uber Received Complaints About Shooting Suspect"
"132","2015-07-29T20:08:22.000Z","Silence was His Loudest Cry for Help"
"133","2016-07-08T14:15:32.000Z","Mark Zuckerberg Reacts To Police Shootings"
"134","2015-06-19T21:30:57.000Z","Prosecutors Rest Their Case in Colorado Theater Shooting"
"135","2016-07-21T17:21:18.000Z","Black Therapist Shot By Police While Hands Were Up"
"136","2016-06-13T16:44:38.000Z","Orlando shooter Traveled to Saudi Arabia Twice"
"137","2016-07-15T23:54:59.000Z","Plainclothes Officers Kills Baltimore Man After He Fired Upon Them"
"138","2016-07-08T01:20:29.000Z","MN Police Union Says Much Unknown About Police Shooting"
"139","2016-06-02T20:50:15.000Z","UCLA Shooter Had A Kill List"
"140","2016-06-14T18:13:46.000Z","Gunman Apparently Joked About 9/11 When He Was A Teenager"
"141","2015-07-06T18:24:08.000Z","James Holmes Reclusive Behavior Extended to Parents"
"142","2016-09-29T02:32:13.000Z","Refugee Took Shooting Stance Before Police Shot Him"
"143","2016-06-13T12:31:31.000Z","Bodies have been removed after the worst mass shooting in US history"
"144","2016-11-04T17:24:05.000Z","Officer Wore Confederate Flag Shirt in Shooting of Unarmed Black Man"
"145","2016-07-25T16:14:40.000Z","At Least Two Killed and 17 Injured in Florida Teen Nightclub Shooting"
"146","2016-05-07T12:51:44.000Z","Washington Shooter Targeted All Victims But One At Random"
"147","2016-06-17T00:38:07.000Z","Gun Shop Owner Refused to Sell Orlando Shooter Body Armor"
"148","2016-09-28T18:26:34.000Z","Police Kill Man Who Took a Shooting Stance Near San Diego"
"149","2016-06-30T16:33:55.000Z","Chicago Gun shop raffles AR-15 rifle to benefit Orlando victims"
"150","2016-09-25T15:41:13.000Z","Washington Shooter 'Zombie-Like' During Arrest"
"151","2016-09-24T21:28:47.000Z","Manhunt For Gunman Who Killed 5 At Seattle Mall"
"152","2015-07-29T13:19:51.000Z","Colorado Theater Shooter's Dad Unaware He Saw Psychiatrist"
"153","2016-06-16T17:53:48.000Z","Orlando Medical Examiner Kept Killer's Body Separate From Victims"
"154","2016-10-04T02:48:57.000Z","Family Of Police Victim Wants Cops To Be Charged"
"155","2016-07-25T12:47:50.000Z","2 Killed, 17 Injured At Florida Nightclub"
"156","2016-06-03T01:47:24.000Z","UCLA Gunman May Have Also Killed Minnesota Woman"
"157","2016-06-03T19:09:53.000Z","Another Victim of UCLA Shooter Found Dead in Minnesota"
"158","2015-07-17T18:26:29.000Z","Investigators Learn More About the Chattanooga Gunman"
"159","2016-06-17T22:23:39.000Z","Woman Says Orlando Shooter Was A Stalker: ""He Wouldn't Leave Me Alone"""
"160","2016-06-18T11:07:37.000Z","Offensive Social Media Post Gets Florida Asst. State Attorney Suspended"
"161","2015-07-20T23:54:29.000Z","Life Details of Tennessee Shooter Emerge"
"162","2016-06-17T22:07:06.000Z","Residents of Orlando United in Wake of Tragedy"
"163","2016-11-22T19:00:44.000Z","Prosecutor Seeks Retrial for Former Officer Ray Tensing"
"164","2016-04-25T22:00:02.000Z","Charleston Shooters Friend Enters A Plea"
"165","2016-07-14T22:08:56.000Z","Philando Castile Informed Officer About Lisenced Gun"
"166","2016-05-25T21:48:08.000Z","Families of Victims Support Death Penalty for Dylann Roof"
"167","2016-09-22T13:01:11.000Z","National Guard Needed In Charlotte After Police Shooting"
"168","2016-06-17T22:13:57.000Z","Omar Mateen Bought Body Armor From Local Gunshop"
"169","2016-06-04T01:17:06.000Z","UCLA Shooter Motives Are Still A Mystery?"
"170","2014-08-10T21:51:34.000Z","Mother Of Dead Missouri Teen Wants Officer Jailed"
"171","2016-11-28T20:08:09.000Z","Dylann Roof to Represent Himself in Court"
"172","2016-09-29T18:07:19.000Z","More Details Emerge from Shooting of Alfred Olango"
"173","2016-08-09T21:48:23.000Z","No Carjacking Involvement For Man Killed By LA County Deputy"
"174","2016-09-30T19:30:14.000Z","Mother of Alfred Olango, Who Was Shot & Killed, Speaks Out"
"175","2014-10-13T23:34:58.000Z","Police: Nearly 20 Arrested In Ferguson Protest"
"176","2016-07-19T16:55:10.000Z","St. Louis Police Officers Get No Charges For 2015 Killing"
"177","2016-06-16T12:37:51.000Z","Oprah Winfrey says, 'Enough' to Gun Violence"
"178","2016-06-13T16:29:21.000Z","Shooter's dad Calls Massacre 'Act of Terror'"
"179","2016-10-18T16:52:45.000Z","""Tower"" Depicts Modern America's First Mass Shooting"
"180","2014-10-12T13:59:22.000Z","Police Shooting Protests Continue In St. Louis"
"181","2016-12-17T17:45:11.000Z","Roof won't use mental health experts to try to save his life"
"182","2016-09-28T20:04:16.000Z","Cops Shoot Black Man Near San Diego"
"183","2016-10-26T19:52:33.000Z","Police Identify Virginia Man Killed in Workplace Shooting"
"184","2016-05-26T20:10:38.000Z","NYPD Seek Shooter At T.I. Concert That Killed One"
"185","2014-08-20T22:04:27.000Z","Holder Pledges Top Investigators For Ferguson"
"186","2016-07-25T22:59:22.000Z","Mom Says Her Advice Didn't Work For Florida Shooting Victim"
"187","2015-07-18T02:04:22.000Z","Last Words From Slain Marine to Girlfriend: 'ACTIVE SHOOTER'"
"188","2016-11-16T18:59:09.000Z","Oklahoma Police Say Airport Shooter was Former Employee"
"189","2015-07-06T15:00:43.000Z","Fraying Family Ties Cut to Heart of Theater Gunman's Defense"
"190","2016-06-16T13:50:44.000Z","German PM Worried About Rising Homophobia"
"191","2016-08-18T19:35:40.000Z","Officer in Milwaukee Was Teenage Police Aide"
"192","2016-05-27T03:51:58.000Z","Update: NYC Rapper Arrested at T.I. Concert"
"193","2016-09-15T14:37:09.000Z","Officers In Ohio Kill Boy WIth BB Gun"
"194","2016-09-23T23:33:54.000Z","Cops Kill 1 Bank Robber and Apprehend Another In Baltimore Robbery"
"195","2016-07-30T15:01:06.000Z","Shooting In Washington Leaves Three Dead"
"196","2016-06-17T20:41:56.000Z","Mourners recall Charleston church victims at service"
"197","2016-07-21T21:05:45.000Z","Black Therapist Shot By Police With His Hands Raised"
"198","2016-09-25T19:46:51.000Z","Authorities Hunt For Clues In Washington Mall Shooting"
"199","2016-09-27T00:42:41.000Z","Mall Shooter Diagnosed With Anxiety and Depression"
"200","2016-06-07T22:57:55.000Z","Federal Trial Set for Charleston Church Shooter"
"201","2016-09-26T20:38:43.000Z","Mall Shooting Suspect Charged with Murder"
"202","2016-11-07T17:03:50.000Z","LAX Airport Gunman Defiant In Face Of Sentencing"
"203","2016-06-15T14:37:33.000Z","Officials Disclose Why Entering Orlando Nightclub Was Delayed"
"204","2016-09-16T02:29:32.000Z","Biy With BB Gun Shot & Killed By Police"
"205","2016-09-12T20:33:58.000Z","Orlando Shooter's Mosque Is Set Ablaze"
"206","2016-10-02T14:20:06.000Z","A March In Memory of Alfred Olango Took Place In El Cajon"
"207","2016-06-16T15:41:45.000Z","Mateen Searched Facebook During Attack"
"208","2016-07-01T20:27:22.000Z","FBI Sued by Charleston Shooting Victims"
"209","2016-09-24T02:34:35.000Z","1 Bank Robbery Suspect Dead, 1 Injured In Shooting"
"210","2016-12-14T22:00:39.000Z","Federal Prosecution Rests in Charleston Church Shooter Case"
"211","2016-05-04T17:12:24.000Z","Fired Employee Kills One, Then Himself"
"212","2016-09-23T23:53:25.000Z","Release Of Wife's Video In Scott Case Is A Search For The Truth"
"213","2016-04-20T00:00:24.000Z","NYPD Stairwell Shooter Evades Prison Time"
"214","2016-07-21T14:51:29.000Z","Caretaker Shot by Police as He Lies on Ground"
"215","2015-08-06T03:59:18.000Z","The Latest: Theater Assailant Had Psychological Issues"
"216","2016-06-01T20:54:46.000Z","Cop Indicted For Shooting Legally Armed Black Man In Florida"
"217","2016-06-15T18:53:42.000Z","Obama to Meet Families and First Responders of Orlando Tragedy"
"218","2016-06-15T12:49:00.000Z","Investigators Looking Into All Leads In Orlando Shooting"
"219","2016-05-26T20:19:13.000Z","NYPD Looking for Suspect in Concert Shooting"
"220","2016-06-12T22:07:31.000Z","Worst Mass Shooting in US History Claims At Least 50 Lives"
"221","2016-06-02T03:54:47.000Z","Ex-Police Officer Arrested For Manslaughter In Florida"
"222","2016-07-05T15:53:23.000Z","Broadway's 'Fun Home' To Perform For Victims In Orlando"
"223","2016-07-25T18:52:58.000Z","2 Dead and 17 More Injured in a Nightclub Shooting in Fort Myers, Florida"
"224","2016-07-25T15:13:40.000Z","Shooting At Teenage Party Leaves 2 Dead"
"225","2015-12-25T02:30:00.000Z","Motu Patlu Ki Bus - Motu Patlu in Hindi - ENGLISH, SPANISH & FRENCH SUBTITLES! -As seen on Nick"
"226","2016-06-15T16:36:25.000Z","Orlando Police And FBI Hold News Conference"
"227","2015-06-22T19:07:45.000Z","GOP Leader Calls for 'Swift Resolution' of Rebel Flag Debate"
"228","2016-02-27T23:05:05.000Z","Victims of Washington Shooter ID'd by Coroner"
"229","2015-06-24T22:43:09.000Z","As South Carolina Honors Victims, Alabama Lowers Its Flags"
"230","2015-07-25T12:17:59.000Z","1 Loud Shot: Survivor Describes Movie Theater Shooting"
"231","2016-10-01T01:37:50.000Z","Video Of Police Shooting Of Lamont Scott Will Be Released"
"232","2016-06-21T20:42:08.000Z","Orlando LBGT Community Tries To Return To Normal Life After Shooting"
"233","2015-07-30T12:58:45.000Z","Colorado Theater Shooter Went From Happy Boy to Mass Killer"
"234","2015-06-24T17:19:54.000Z","As SC Honors Church Victims, Alabama Lowers Its Flags"
"235","2016-12-12T21:51:19.000Z","Orlando Mourns Pulse Nightclub Victims Six Months Later"
"236","2016-09-29T18:16:07.000Z","Alfred Olango Pulled E-Cigarette on Police in El Cajon"
"237","2016-07-03T20:53:45.000Z","Paramedics Should Be Equipped For Any Situation"
"238","2016-05-26T15:31:33.000Z","NYC Concert Shooting Leaves One Person Dead"
"239","2014-08-26T04:38:26.000Z","Michael Brown's Family Says He Was A 'gentle Soul'"
"240","2014-09-19T18:11:46.000Z","Search For Ambush Suspect Centers On Dense Woods"
"241","2016-09-02T16:01:07.000Z","LAX Gunman Dodges Death Penalty"
"242","2015-07-24T11:30:53.000Z","Police: 3 Dead in Movie Theater Shooting, Including Gunman"
"243","2016-06-20T17:55:13.000Z","Orlando Shooter said he was Islamic soldier"
"244","2015-07-17T22:46:29.000Z","Ohio Company Claims Tennessee Shooter Failed Background Check"
"245","2015-07-31T02:05:45.000Z","911 Calls Describe Harrowing Scene After Theater Shooting"
"246","2015-08-06T03:06:55.000Z","Man Wielding Pellet Gun, Ax, Attacks Theater; Shot by Police"
"247","2015-01-17T19:18:16.000Z","Florida Police Say 2 Dead, 1 Injured in Mall Shooting"
"248","2016-06-14T14:57:42.000Z","Was Islamic Jihad the Orlando Shooter's Only Motive?"
"249","2014-08-19T21:28:32.000Z","Ferguson Pledges Outreach Efforts After Shooting"
"250","2015-08-06T03:38:47.000Z","Man Wielding Pellet Gun, Ax, Attacks Theater; Shot By Police"
"251","2015-06-18T12:50:51.000Z","Shooting in Downtown Charleston, South Carolina"
"253","2015-08-03T19:07:20.000Z","Sheriff: Man Fatally Shoots Defendant Waiting at Courthouse"
"254","2015-06-19T19:40:57.000Z","World Shocked at Enduring Racism, Gun Violence in US"
"255","2015-07-18T13:37:42.000Z","US Navy: Injured Sailor Dies in Tennessee"
"256","2015-07-17T15:22:59.000Z","Army to Review Security at Military Centers After Chattanooga Shooting"
"258","2015-06-18T20:38:11.000Z","Suspect in Church Shooting Had Apartheid-Era Symbols on Clothing"
"259","2015-08-06T00:14:02.000Z","Man Armed With Hatchet and Gun Killed at Tennessee Movie Theater"
"260","2015-07-16T23:42:51.000Z","4 Marines and Gunman Die in Attack on Two Military Sites"
"261","2015-07-19T18:28:38.000Z","Chattanooga Shooter: Family Says He Suffered From Depression"
"262","2015-07-18T13:49:34.000Z","US Navy Says Sailor Injured in Tennessee Shooting Has Died"
"263","2015-08-08T03:03:01.000Z","Theater Gunman Victim's Granddad: Jury Results Don't Make Sense"
"264","2015-07-08T02:29:00.000Z","Fed's Gun Used in San Francisco Pier Slaying"
"265","2015-07-23T16:33:57.000Z","Prosecutors Urge Jurors To Sentence Theater Shooter To Death"
"267","2015-08-08T02:59:13.000Z","Theater Shooting Juror Addresses Life Sentence"
"268","2015-08-08T02:28:33.000Z","Colorado Prosecutor Frustrated By Jury Results On Theater Shooter"
"269","2015-08-03T17:25:51.000Z","Colorado Theater Shooting Jury Decides Sentencing Step"
"270","2015-06-23T13:10:14.000Z","Lawmakers' Changing Tone on Confederate Flag"
"272","2015-06-08T17:53:41.000Z","Ex-SC Officer Indicted For Murder In Shooting Of Black Man"
"273","2015-07-24T03:41:04.000Z","Police: Movie Theater Gunman Identified"
"274","2015-07-24T23:11:26.000Z","Extremist With Violent Past Opened Fire at Movie Theater"
"275","2015-08-06T02:20:37.000Z","Man Wielding Pellet Gun And Ax Attacks Theater"
"276","2015-07-27T21:09:13.000Z","Mental Illness Led to Colorado Theater Shooting, Doctor Says"
"277","2015-06-22T19:30:53.000Z","Church Shootings a Reminder of Homegrown Extremists"
"278","2015-07-17T16:52:33.000Z","Two Marines Identified in Chattanooga Slayings"
"279","2015-08-05T20:01:35.000Z","Official: Report of Shots Fired at Nashville-area Theater"
"280","2014-08-12T21:38:19.000Z","Racial Tensions Are Not New In St. Louis Suburb"
"282","2015-07-17T02:49:46.000Z","Theater Shooting Victims' Relatives Express Relief"
"283","2015-06-22T23:17:30.000Z","Nikki Haley Calls for Confederate Flag to Be Removed"
"284","2014-09-28T17:47:16.000Z","Ferguson Officer Shot; Police Say Protest Link"
"285","2014-08-27T07:26:47.000Z","Federal Prosecutions Not Easy In Police Shootings"
"286","2014-01-26T00:00:58.000Z","Hospital Releases 5 People Hurt In Mall Shooting"
"287","2014-06-23T16:20:00.000Z","South Korea Captures Soldier Accused Of Killing 5"
"288","2013-04-01T22:49:17.000Z","News - Colorado, White House, James Holmes, United States States"
"289","2014-11-19T16:35:13.000Z","Musical Butterfly Shooting Stars Dancehall"
"290","2015-12-17T01:04:37.000Z","Brampton: K9 police dog searching at scene of shooting 12-15-2015"
"291","2016-01-09T12:00:02.000Z","How to get Perfect Slow Motion in Adobe Premiere"
"292","2014-07-28T03:51:58.000Z","Three people shot in East Savannah"
"293","2014-09-20T03:49:05.000Z","Residents in West Savannah march in peaceful rally after police- involved shooting"
"294","2014-07-10T14:58:17.000Z","Metro Police are investigatin an early morning shooting in Savannah"
"295","2014-01-22T09:12:23.000Z","Police investigate double shooting in Savannah"
"296","2014-01-22T01:57:57.000Z","Man shot early Wed. near E. 34th St. & Waters Ave."
"297","2014-08-17T03:52:22.000Z","Shooting on Elliott Avenue"
"299","2015-01-22T02:05:33.000Z","Stockton ""Massacre"" STRIKE! Gives Birth to Our NEW Channel!"
"300","2015-04-06T21:38:33.000Z","IMPACT WRESTLING Bell to Bell"
"301","2013-12-19T01:51:43.000Z","SNUG Shooting Response 12-18-13 Central Av & South Lake, Albany NY"
"302","2015-07-14T19:00:58.000Z","Join SCMPD PSA Nick's Story"
"303","2015-02-11T04:05:11.000Z","▌Nightcore▐ 『Hello, shooting-star』 by moumoon"
"304","2016-12-02T03:34:40.000Z","Baltimore Cops Commended for Shooting Mentally Ill Suspect After Body Cam Footage Released"
"305","2016-12-28T03:44:12.000Z","Gangland UK  Birmingham Burger Bar Boys And The Jhonson Crew"
"306","2015-06-02T19:11:54.000Z","Woman hurt in Chatham drive by shooting"
"307","2015-10-28T12:20:19.000Z","Shot In The Line Of Duty - 2 Officers Hurt Overnight shooting - Savannah, GA - Fox & Friends"
"308","2013-01-30T18:02:05.000Z","Giffords Urges Gun-Control Action"
"309","2016-06-25T17:14:16.000Z","Group Was Trespassing During Dance Party Shooting"
"310","2016-07-07T22:02:37.000Z","The Latest On The Minnesota Shooting"
"311","2016-07-31T18:07:31.000Z","3 Dead In Shooting Near Seattle"
"312","2016-09-15T22:07:29.000Z","Ohio Police Fatal Shoot Boy Responding to Armed Robbery"
"313","2016-07-07T20:25:52.000Z","Videos Of Gruesome Police Shootings Surface"
"314","2016-07-25T20:30:29.000Z","Florida Teen Party Ends With Deadly Shooting"
"315","2016-06-17T18:57:45.000Z","Woman Claims Orlando Gunman Stalked Her"
"316","2016-06-20T22:33:21.000Z","Orlando Shooter Said He Was An Islamic Soldier"
"317","2016-07-25T18:59:11.000Z","2 Killed In Shooting At Florida Teen Nightclub Party"
