"","1","2"
"black",0,36
"blackartlabs",0,1
"blackmail",0,1
"blackmarket",0,1
"blacks",0,9
"bladen",0,1
"blah",0,3
"blame",0,23
"blamed",0,1
"blames",0,2
"blaming",0,13
"bleeding",0,1
"bless",0,16
"blessed",0,1
"blessing",0,1
"blessings",0,1
"blind",0,2
"blindly",0,1
"block",0,1
"blocked",0,1
"blood",0,12
"blooded",0,1
"bloody",0,2
"blue",0,5
"blunt",0,1
"blur",0,1
"blure",0,1
"blurry",0,1
"board",0,1
"bob",0,4
"bobs",0,1
"bodies",0,4
"body",0,22
"bodyarmor",0,5
"bodyarmornmetal",0,2
"bodyarmr",0,1
"bohemian",0,1
"boi",0,7
"bomb",0,3
"bombarded",0,1
"bomber",0,3
"bombing",0,1
"bombmaking",0,1
"bombs",0,5
"bond",0,1
"bone",0,2
"bones",0,2
"bonkers",0,1
"boobed",0,1
"book",0,22
"bookbag",0,1
"bookngrab",0,1
"books",0,4
"boom",0,5
"boos",0,1
"booted",0,1
"booth",0,2
"border",0,1
"bored",0,1
"borges",0,1
"boring",0,1
"bork",0,1
"born",0,2
"borrow",0,1
"bot",0,2
"both",0,1
"bother",0,1
"bought",0,2
"bout",0,4
"bowl",0,1
"box",0,1
"boy",0,11
"boyfriends",0,1
"boys",0,3
"boyy",0,1
"bra",0,1
"bragged",0,1
"brain",0,5
"braindead",0,1
"brainless",0,1
"brains",0,1
"brainwashed",0,3
"brainwashednni",0,1
"brainwashing",0,1
"brando",0,1
"brandon",0,2
"brave",0,4
"braver",0,1
"bravery",0,2
"braverynn",0,1
"bravo",0,2
"braydenlesavage",0,1
"break",0,5
"breakfast",0,1
"breaking",0,3
"breakingi",0,1
"breaks",0,1
"breathing",0,2
"breeki",0,1
"breekinso",0,1
"breivik",0,1
"brenda",0,1
"brennan",0,3
"bribe",0,1
"briefed",0,1
"brilliant",0,9
"bring",0,11
"bringing",0,3
"brings",0,2
"bro",0,6
"broadcasting",0,1
"broadsword",0,1
"broke",0,1
"broken",0,1
"brother",0,6
"brotherhood",0,2
"brothers",0,1
"brought",0,3
"broward",0,9
"browards",0,1
"brown",0,2
"brudar",0,1
"bruh",0,5
"brutal",0,1
"brutally",0,1
"bryce",0,1
"btw",0,5
"buddy",0,2
"buh",0,7
"build",0,1
"building",0,5
"builds",0,4
"builled",0,1
"buleet",0,1
"bull",0,3
"bullet",0,20
"bulletnall",0,5
"bulletndaddy",0,1
"bullets",0,17
"bullett",0,2
"bullied",0,35
"bulliedavoided",0,1
"bulliednin",0,1
"bullies",0,9
"bullshit",0,9
"bullshittery",0,1
"bullshitðufu©",0,1
"bully",0,12
"bullying",0,25
"bullyingcyber",0,1
"bullyingnteasingnand",0,1
"bum",0,1
"bunch",0,2
"burglary",0,2
"burn",0,7
"burns",0,4
"bush",0,6
"businðµss",0,1
"bussâuus",0,1
"busy",0,2
"but",0,38
"butch",0,1
"butcher",0,1
"butchering",0,1
"butthole",0,1
"buy",0,38
"buying",0,5
"bwire",0,2
"bye",0,9
"bzone",0,1
"caanntt",0,1
"cabal",0,2
"caelan",0,1
"cafetera",0,1
"caim",0,1
"caitlin",0,1
"cake",0,1
"cal",0,1
"cali",0,1
"caliber",0,4
"california",0,2
"call",0,12
"called",0,28
"calling",0,7
"calls",0,3
"callum",0,3
"calm",0,4
"calmnmy",0,1
"calâuulisa",0,1
"came",0,11
"camera",0,1
"cameras",0,2
"camouflage",0,1
"campaign",0,1
"campaigns",0,1
"canada",0,10
"cancel",0,1
"cancelled",0,1
"cancer",0,2
"candace",0,1
"candy",0,2
"cannon",0,1
"cant",0,21
"canâuut",0,14
"capacity",0,4
"car",0,6
"card",0,4
"cardinal",0,1
"cards",0,1
"care",0,24
"cared",0,3
"cares",0,5
"cargotrucks",0,1
"caring",0,1
"carl",0,2
"carmeen",0,1
"carmen",0,3
"carnival",0,1
"carried",0,1
"carry",0,7
"carrying",0,4
"cars",0,5
"cartel",0,17
"cartels",0,20
"cartes",0,1
"case",0,10
"cases",0,2
"casings",0,1
"casino",0,1
"cassified",0,4
"cast",0,1
"casualties",0,2
"casulaties",0,1
"cat",0,2
"catch",0,1
"catholic",0,1
"cato",0,1
"catz",0,1
"caucasians",0,1
"caucusnnfact",0,1
"caught",0,6
"cause",0,25
"caused",0,5
"causes",0,1
"causing",0,3
"cavalier",0,1
"cawd",0,1
"cbet",0,1
"celebrating",0,1
"cell",0,4
"censored",0,1
"cents",0,1
"centuries",0,1
"century",0,1
"certain",0,3
"certainly",0,1
"certainty",0,1
"cgi",0,1
"chageity",0,1
"chain",0,1
"chains",0,1
"chair",0,4
"chairs",0,1
"challenge",0,3
"chamber",0,1
"chan",0,1
"chance",0,11
"chancebaylor",0,1
"chances",0,3
"change",0,11
"changed",0,3
"changes",0,2
"changing",0,1
"channel",0,3
"chaos",0,2
"charge",0,1
"charged",0,2
"charges",0,2
"charging",0,1
"charlton",0,1
"chasing",0,1
"check",0,8
"checked",0,1
"checks",0,5
"cheeki",0,2
"cheeks",0,1
"chelseysclarity",0,2
"chemical",0,1
"chemicals",0,1
"cherry",0,1
"chest",0,2
"chestthen",0,1
"chewy",0,1
"chiara",0,2
"chicago",0,5
"chicagos",0,6
"chicano",0,1
"chiefcom",0,1
"child",0,8
"children",0,26
"childrens",0,2
"childs",0,1
"chill",0,1
"chills",0,1
"chillsðufu¥",0,1
"chimchims",0,2
"china",0,5
"choco",0,1
"choice",0,5
"choose",0,2
"chose",0,1
"chosen",0,2
"chr",0,1
"christ",0,2
"christian",0,4
"christians",0,1
"christmas",0,1
"chunti",0,1
"cia",0,1
"cigarette",0,1
"cigarettenand",0,1
"cigarettes",0,1
"circuits",0,2
"circus",0,3
"cite",0,1
"cited",0,1
"cities",0,1
"citing",0,1
"citizen",0,2
"citizens",0,3
"city",0,3
"citys",0,1
"civics",0,1
"civil",0,1
"civilian",0,2
"civilians",0,2
"civilianâuud",0,1
"civilias",0,1
"civilised",0,1
"cjermevpg",0,1
"claim",0,3
"claiming",0,1
"clansmen",0,1
"clapping",0,1
"clary",0,1
"class",0,22
"classes",0,1
"classmate",0,1
"classmates",0,6
"classroom",0,4
"classrooms",0,1
"clayton",0,1
"clean",0,2
"cleaned",0,1
"clear",0,2
"clearly",0,7
"clever",0,2
"cliche",0,1
"click",0,4
"clicked",0,1
"cling",0,1
"clinton",0,2
"clip",0,1
"clogs",0,1
"close",0,4
"closed",0,3
"closer",0,1
"closest",0,1
"closet",0,2
"closing",0,1
"cloth",0,1
"clothes",0,1
"clown",0,2
"clowns",0,3
"club",0,1
"clue",0,4
"clueless",0,1
"cmn",0,1
"cnme",0,1
"cnn",0,22
"coating",0,1
"cocaine",0,1
"cock",0,2
"code",0,3
"codes",0,1
"coffee",0,1
"cogan",0,1
"coherent",0,1
"cold",0,5
"collage",0,1
"collar",0,4
"college",0,2
"collpases",0,1
"colombine",0,1
"columbine",0,5
"columbineâu¢âuubâu¢",0,1
"combined",0,4
"come",0,33
"comes",0,7
"comical",0,1
"coming",0,13
"comment",0,21
"commenting",0,3
"comments",0,10
"commie",0,1
"commit",0,17
"commited",0,2
"committed",0,4
"committing",0,3
"common",0,8
"commonly",0,1
"communicates",0,1
"communicating",0,1
"community",0,3
"comon",0,1
"comonly",0,1
"compact",0,2
"companies",0,1
"company",0,2
"compare",0,2
"compared",0,1
"comparison",0,14
"compassion",0,1
"compassionate",0,2
"compatible",0,1
"competently",0,1
"competition",0,1
"compiled",0,1
"complain",0,1
"complaining",0,2
"complaint",0,1
"complementing",0,1
"complete",0,4
"completely",0,4
"compliments",0,1
"comprehend",0,2
"comprehension",0,1
"computer",0,1
"comã©die",0,1
"conceal",0,3
"concealability",0,1
"concealable",0,5
"concealed",0,6
"concelible",0,1
"concerned",0,1
"concernnnever",0,1
"concert",0,1
"concieled",0,1
"conditioning",0,1
"condolence",0,1
"condolences",0,2
"condom",0,1
"condone",0,2
"confessed",0,1
"confinement",0,5
"confirm",0,2
"conflicting",0,1
"confronted",0,1
"confused",0,2
"conga",0,1
"congressional",0,1
"congresswoman",0,1
"connect",0,2
"consent",0,1
"consequences",0,2
"conservative",0,1
"consider",0,1
"considered",0,3
"considering",0,3
"conspiracies",0,1
"conspiracy",0,5
"constant",0,1
"constantly",0,1
"constitution",0,1
"contagion",0,1
"contain",0,1
"content",0,1
"contest",0,1
"continue",0,3
"continues",0,1
"contradicted",0,1
"contradicting",0,1
"contradictory",0,1
"control",0,37
"convenient",0,1
"conversations",0,1
"converts",0,1
"convict",0,2
"convicted",0,7
"conviction",0,1
"convictions",0,2
"convincing",0,1
"cookie",0,1
"cool",0,11
"cooldrix",0,1
"coordinated",0,1
"cop",0,11
"copied",0,1
"coping",0,7
"copingnso",0,1
"cops",0,35
"copycat",0,1
"copycats",0,1
"copying",0,1
"corner",0,2
"corporal",0,1
"correct",0,3
"correctional",0,1
"correctly",0,2
"correctness",0,1
"corrupt",0,7
"corrupted",0,1
"corruption",0,1
"corrupts",0,10
"cost",0,2
"costs",0,2
"couch",0,2
"cought",0,1
"could",0,2
"coulda",0,1
"couldnâuut",0,3
"couldve",0,1
"councilor",0,1
"count",0,1
"countdown",0,1
"countries",0,5
"country",0,36
"countrys",0,1
"countryâ",0,1
"county",0,14
"couple",0,4
"courage",0,1
"course",0,13
"court",0,7
"courthouse",0,2
"courtroom",0,3
"cousin",0,4
"cousins",0,1
"coutry",0,1
"cover",0,2
"coverage",0,6
"coward",0,5
"cowards",0,1
"cowboy",0,1
"cps",0,1
"crack",0,3
"crap",0,2
"crappiest",0,1
"crashes",0,1
"crazies",0,5
"crazy",0,18
"crazyi",0,1
"created",0,4
"creativesimmer",0,1
"creator",0,1
"creators",0,1
"creatures",0,1
"creepy",0,2
"creppy",0,1
"cretino",0,1
"cried",0,7
"cries",0,3
"criesðufu­ðufu­",0,1
"crimals",0,1
"crime",0,24
"crimed",0,1
"crimes",0,12
"crimeslike",0,1
"crimeslord",0,1
"criminal",0,8
"criminallike",0,1
"criminals",0,11
"criminas",0,1
"criminologists",0,1
"crimnals",0,1
"cringy",0,1
"crisis",0,8
"criss",0,1
"cristians",0,1
"crock",0,1
"croniesnnuse",0,1
"cronyinsts",0,4
"cronysocialist",0,1
"crooked",0,1
"cross",0,2
"crosscutting",0,1
"crossing",0,1
"crown",0,2
"crucified",0,1
"cruel",0,4
"crumbleshoggwash",0,1
"cruz",0,43
"cruzjust",0,1
"cruzs",0,1
"cruzzz",0,1
"cry",0,9
"cryed",0,2
"crying",0,21
"cryingjust",0,1
"csgo",0,1
"cue",0,1
"cuff",0,1
"culling",0,1
"culturalnorms",0,1
"culture",0,4
"cultures",0,1
"cunningham",0,1
"cunsumes",0,1
"cunt",0,3
"cunts",0,1
"curb",0,1
"current",0,2
"cursing",0,1
"cus",0,1
"custody",0,3
"custom",0,2
"cut",0,12
"cute",0,4
"cutters",0,1
"cuz",0,13
"cuzz",0,1
"cybergunkwc",0,1
"cycle",0,1
"daddy",0,1
"dads",0,2
"daed",0,1
"daily",0,2
"daly",0,2
"dam",0,1
"damage",0,4
"damagefor",0,1
"damaging",0,1
"dame",0,1
"damegaard",0,1
"damit",0,1
"damn",0,23
"damnit",0,1
"dan",0,2
"dance",0,1
"dancer",0,1
"danger",0,2
"dangerous",0,8
"dangers",0,1
"daniel",0,6
"dann",0,2
"danny",0,1
"dare",0,2
"darfur",0,1
"dark",0,4
"darkhumoured",0,1
"darn",0,1
"darrel",0,1
"das",0,1
"dat",0,3
"data",0,1
"daughter",0,2
"daughters",0,2
"david",0,7
"davis",0,1
"day",0,45
"daynhe",0,1
"days",0,8
"dbz",0,1
"dead",0,34
"deadass",0,1
"deader",0,1
"deadfeels",0,1
"deadly",0,3
"deadnhttpswwwlightonconspiraciescomfloridaobituariesshowparklandschoolshootingdeaths",0,1
"deaf",0,1
"deal",0,9
"dealer",0,1
"deals",0,2
"dear",0,1
"dearly",0,7
"dears",0,1
"death",0,90
"deathcount",0,5
"deathilluminati",0,1
"deathnlike",0,1
"deathrow",0,1
"deaths",0,7
"debate",0,4
"debates",0,2
"decades",0,1
"deceased",0,5
"deceiver",0,1
"decent",0,1
"deception",0,1
"decide",0,3
"decided",0,8
"decision",0,1
"decrease",0,2
"dedicate",0,2
"deep",0,4
"deeper",0,2
"defence",0,1
"defend",0,5
"defended",0,1
"defending",0,2
"defensethe",0,1
"definitely",0,4
"definition",0,2
"deflate",0,1
"deflect",0,2
"degenerate",0,1
"degenerated",0,1
"degrading",0,1
"dehydration",0,1
"delateur",0,1
"deleon",0,2
"deliberately",0,2
"delicate",0,1
"delivered",0,2
"deluded",0,2
"delusional",0,4
"dem",0,8
"demhawaii",0,1
"democrat",0,3
"democratcreated",0,5
"democrathawaii",0,1
"democratic",0,1
"democraticsocialists",0,1
"democrats",0,10
"democryptsjust",0,1
"demon",0,1
"demonize",0,1
"demons",0,1
"dems",0,2
"den",0,2
"denen",0,1
"denominator",0,1
"dense",0,2
"deny",0,2
"denying",0,1
"deployment",0,1
"depressed",0,1
"depressing",0,1
"dept",0,2
"deputies",0,10
"der",0,6
"deranged",0,2
"des",0,3
"described",0,1
"describing",0,1
"description",0,1
"deserve",0,24
"deserved",0,4
"deserver",0,1
"deserves",0,19
"designed",0,3
"desire",0,1
"desiresdisturbing",0,1
"desk",0,1
"despicable",0,1
"despite",0,7
"despotic",0,1
"despots",0,16
"destination",0,1
"destroy",0,2
"destruction",0,3
"desu",0,1
"detail",0,1
"detailed",0,1
"detected",0,1
"detector",0,1
"detectors",0,23
"detention",0,2
"deterred",0,2
"deterrent",0,1
"detest",0,1
"detonated",0,1
"deture",0,1
"devastating",0,1
"development",0,1
"device",0,1
"devil",0,3
"devilish",0,1
"devoid",0,1
"devotees",0,1
"devotion",0,1
"dhuart",0,1
"diamond",0,1
"dice",0,1
"dick",0,10
"dickies",0,1
"dicks",0,1
"dickâuud",0,1
"dictate",0,2
"did",0,9
"dided",0,1
"didnt",0,9
"didnâuut",0,12
"die",0,61
"died",0,52
"diednnyeah",0,1
"diedâua°stay",0,1
"diedâuud",0,1
"diedðufu­ðufu­ðufu­ðufu­ðufu­",0,1
"dient",0,1
"dies",0,6
"dieâuud",0,1
"diff",0,2
"difference",0,7
"differensnnðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuuðufuunnnnnnif",0,1
"different",0,5
"difficult",0,3
"dig",0,1
"digger",0,1
"dignity",0,1
"dina",0,1
"dindu",0,1
"dindunuffin",0,1
"dinner",0,2
"dinners",0,1
"dippoint",0,1
"directly",0,4
"directy",0,1
"dirt",0,1
"dirty",0,3
"dis",0,1
"disagreed",0,1
"disappear",0,1
"disappointing",0,1
"disarm",0,11
"disarmed",0,4
"disarmeed",0,5
"disasters",0,1
"discern",0,2
"discluded",0,1
"discriminated",0,1
"discrimination",0,1
"discussed",0,1
"disease",0,2
"diserve",0,1
"disgrace",0,3
"disguised",0,1
"disguiseðufu¯ðufu¯ðufu¯ðufu¯ðufu¯",0,1
"disgusted",0,1
"disgusting",0,7
"disgustingâuud",0,1
"dislike",0,1
"disliked",0,1
"dismissed",0,1
"disorder",0,1
"disorders",0,1
"dispatch",0,1
"dispatcher",0,1
"display",0,2
"displeased",0,3
"disproportionate",0,3
"disprove",0,1
"disrespect",0,1
"disrespectful",0,1
"distraught",0,1
"distress",0,2
"distressthanks",0,1
"districts",0,1
"disturbing",0,4
"ditch",0,1
"division",0,2
"diy",0,5
"djan",0,1
"djecu",0,1
"dlc",0,1
"dndie",0,1
"doctor",0,1
"doctors",0,1
"doe",0,2
"does",0,4
"doesnt",0,12
"doesntâuub",0,1
"doesnâuut",0,4
"dog",0,8
"dogs",0,4
"doingnntrump",0,1
"doings",0,1
"dolen",0,1
"dollars",0,7
"domestic",0,1
"dominant",0,1
"domination",0,1
"don",0,15
"donald",0,13
"done",0,38
"donut",0,1
"donâuut",0,29
"doomedif",0,1
"door",0,4
"doors",0,3
"dopey",0,4
"doppelganger",0,1
"dose",0,1
"dosent",0,1
"doses",0,1
"dosing",0,1
"dots",0,2
"doubt",0,2
"douche",0,1
"douglas",0,2
"down",0,1
"downed",0,1
"downings",0,1
"dozen",0,1
"dozens",0,1
"drag",0,1
"drake",0,1
"drama",0,2
"drawn",0,1
"dream",0,1
"dreams",0,4
"dress",0,2
"dressed",0,1
"drgon",0,1
"drill",0,13
"drink",0,3
"drinker",0,1
"drinking",0,1
"drive",0,5
"driven",0,2
"drivers",0,2
"drives",0,1
"driving",0,1
"drop",0,1
"dropped",0,1
"dropping",0,1
"drove",0,2
"drug",0,1
"drugged",0,2
"drugging",0,1
"drugrelated",0,1
"drugs",0,8
"drunk",0,11
"drunken",0,1
"dub",0,2
"dublin",0,1
"duck",0,2
"ducking",0,1
"dude",0,16
"dudukukudundunnpoom",0,1
"due",0,2
"dumb",0,33
"dumbass",0,7
"dumbasses",0,1
"dumber",0,1
"dumbest",0,1
"dumbfucks",0,1
"dumby",0,1
"dummies",0,1
"dummy",0,1
"dump",0,1
"dun",0,1
"dustin",0,1
"dutka",0,2
"duty",0,1
"dwarf",0,1
"dwn",0,1
"dylaan",0,1
"dã­az",0,2
"eager",0,1
"early",0,2
"earned",0,1
"ears",0,2
"earth",0,10
"earthcampercomvinay",0,1
"earthnoh",0,1
"easier",0,4
"easierâuud",0,1
"easily",0,15
"east",0,2
"easy",0,16
"eat",0,3
"eating",0,3
"ebery",0,1
"economic",0,5
"economy",0,1
"edgar",0,2
"edgy",0,3
"edit",0,2
"edited",0,2
"eduards",0,1
"educate",0,4
"educated",0,1
"education",0,4
"effect",0,2
"effected",0,2
"effective",0,1
"effectively",0,1
"efficient",0,1
"efficiently",0,1
"effort",0,3
"eggs",0,2
"ego",0,1
"eighteen",0,1
"ein",0,3
"eine",0,1
"einen",0,1
"einer",0,2
"einfach",0,1
"einheiten",0,1
"einstein",0,1
"either",0,16
"ela",0,1
"elaborate",0,1
"electric",0,3
"elementary",0,5
"elena",0,3
"elet",0,1
"elham",0,1
"elhmbrerico",0,2
"elizabeth",0,2
"ellenita",0,1
"ellipses",0,1
"else",0,23
"elses",0,2
"elsewhere",0,1
"emanuels",0,1
"embarrassment",0,1
"embody",0,1
"emilia",0,1
"emma",0,3
"emo",0,1
"emojis",0,2
"emoney",0,1
"emotion",0,2
"emotional",0,2
"emotionally",0,1
"emotionless",0,1
"emotions",0,2
"empathy",0,1
"emphasize",0,1
"employee",0,1
"employees",0,7
"empower",0,2
"empty",0,3
"enable",0,1
"enacted",0,1
"encourage",0,1
"encourages",0,5
"end",0,13
"ended",0,1
"endlessly",0,1
"endnhope",0,1
"enemies",0,1
"enemy",0,5
"enforce",0,2
"enforced",0,2
"enforcement",0,2
"engage",0,1
"england",0,3
"english",0,5
"englishsend",0,1
"enjoy",0,4
"enjoyed",0,1
"enormous",0,1
"enormously",0,1
"enough",0,17
"enoughnyou",0,1
"enrique",0,2
"enroll",0,2
"enter",0,3
