"","1","2"
"left",0,2
"leftists",0,1
"leftwing",0,1
"legal",0,2
"legally",0,1
"lens",0,1
"less",0,6
"let",0,9
"lets",0,2
"letter",0,1
"level",0,3
"licenses",0,2
"licensesn",0,1
"lie",0,1
"life",0,14
"light",0,1
"likely",0,1
"limitations",0,1
"limited",0,1
"limits",0,1
"linked",0,1
"linksnnalso",0,1
"list",0,14
"listed",0,1
"listen",0,4
"listening",0,1
"listnchardon",0,1
"literal",0,1
"litter",0,1
"litterally",0,1
"little",0,10
"live",0,20
"lived",0,1
"lives",0,2
"load",0,1
"logic",0,3
"lol",0,3
"long",0,4
"look",0,9
"looking",0,1
"looney",0,1
"loophole",0,1
"lords",0,2
"lost",0,4
"lot",0,5
"lots",0,1
"love",0,10
"loved",0,1
"lovenand",0,1
"lovers",0,1
"low",0,2
"lower",0,2
"lowest",0,2
"lubys",0,1
"lucky",0,1
"lunacy",0,2
"lunatics",0,1
"lyrics",0,1
"lìäåäcole",0,1
"macabre",0,1
"macconator",0,1
"made",0,12
"magazine",0,1
"main",0,1
"mainland",0,1
"major",0,2
"mak",0,1
"make",0,29
"makes",0,12
"making",0,2
"male",0,1
"mall",0,2
"mallet",0,1
"man",0,5
"mandate",0,2
"mandated",0,1
"manson",0,8
"manufactured",0,1
"many",0,7
"marilyn",0,4
"mark",0,1
"marks",0,1
"marlen",0,1
"marlin",0,1
"mason",0,2
"mass",0,13
"massacre",0,12
"massacred",0,1
"massacres",0,5
"massecarenassault",0,1
"massecaring",0,1
"material",0,1
"matter",0,3
"maurice",0,1
"may",0,7
"maybe",0,3
"mbvczaqryujnnbbbcxzss",0,1
"mcdonalds",0,2
"mcnugget",0,1
"mcnuggets",0,3
"mcveigh",0,3
"mean",0,4
"means",0,5
"measure",0,1
"media",0,6
"mediannntop",0,1
"meir",0,1
"melting",0,1
"memorials",0,1
"men",0,1
"mental",0,4
"mentality",0,1
"mentalityanyone",0,1
"mentally",0,3
"mention",0,2
"mentioned",0,3
"message",0,2
"michigan",0,1
"mideastern",0,1
"midnight",0,1
"might",0,5
"mike",0,8
"miles",0,2
"military",0,1
"militia",0,1
"militias",0,1
"millatarynexcuase",0,1
"millions",0,1
"mime",0,1
"min",0,1
"mind",0,1
"minded",0,2
"minds",0,1
"mini",0,1
"minister",0,1
"minutes",0,2
"minuteu",0,1
"miserably",0,1
"misogynist",0,1
"missile",0,1
"misspelled",0,1
"modern",0,1
"mojo",0,1
"molestation",0,1
"molesters",0,1
"moment",0,1
"money",0,6
"moneywere",0,1
"monster",0,1
"monsters",0,2
"montgomery",0,1
"montreal",0,1
"mood",0,1
"morality",0,2
"more",0,3
"morning",0,1
"moron",0,4
"morons",0,1
"mosque",0,1
"most",0,1
"mostly",0,1
"mother",0,1
"motive",0,1
"motto",0,1
"mouthn",0,1
"move",0,1
"movie",0,5
"movies",0,6
"moving",0,2
"much",0,6
"murder",0,10
"murdered",0,2
"murderer",0,1
"murdernheres",0,1
"murderous",0,1
"murders",0,6
"music",0,2
"musician",0,1
"musicn",0,1
"muslims",0,3
"must",0,7
"myopic",0,1
"nailed",0,1
"name",0,2
"named",0,1
"names",0,1
"nand",0,1
"nation",0,3
"national",0,2
"nations",0,7
"nature",0,2
"naustralia",0,3
"nazi",0,2
"nbut",0,1
"ncanada",0,6
"near",0,2
"necessarily",0,1
"need",0,14
"needed",0,1
"needs",0,3
"neighbornnhate",0,1
"neighbourhood",0,1
"nerds",0,1
"netherlands",0,1
"neurological",0,1
"neuropean",0,1
"never",0,23
"new",0,11
"news",0,7
"newtown",0,2
"next",0,3
"nfact",0,1
"nharvard",0,1
"nhonduras",0,1
"night",0,1
"nine",0,1
"ninja",0,1
"nitrate",0,1
"njapan",0,3
"nndrumroll",0,1
"nnhe",0,1
"nnin",0,1
"nnkids",0,1
"nnmy",0,1
"nnno",0,1
"nnnow",0,1
"nnvtech",0,1
"nnwhat",0,1
"noah",0,1
"noble",0,1
"nobody",0,3
"nobodys",0,1
"noise",0,1
"non",0,1
"nonethelessn",0,1
"nonsense",0,1
"noon",0,1
"nopennim",0,1
"normal",0,3
"normally",0,2
"north",0,1
"norway",0,7
"not",0,11
"note",0,1
"nothing",0,3
"noticed",0,1
"now",0,18
"nowhere",0,1
"nra",0,5
"nsweden",0,3
"nswitzerland",0,3
"nthat",0,1
"nthe",0,4
"ntheir",0,1
"nuclear",0,1
"nuggets",0,2
"nuk",0,3
"nuking",0,1
"number",0,9
"numbers",0,5
"nunited",0,4
"nus",0,1
"nut",0,1
"nutjobs",0,1
"nuts",0,2
"nuzis",0,1
"oakland",0,1
"obama",0,2
"obey",0,3
"object",0,1
"observation",0,1
"occasions",0,1
"odd",0,1
"offence",0,1
"offensive",0,1
"office",0,5
"officer",0,1
"officers",0,1
"officialsnn",0,1
"ogres",0,1
"ohio",0,1
"oikos",0,1
"oil",0,3
"oilfields",0,1
"okay",0,1
"oklahoma",0,1
"oky",0,1
"old",0,3
"olds",0,1
"omg",0,3
"ones",0,3
"only",0,2
"ontario",0,1
"opened",0,1
"openly",0,2
"opponent",0,1
"opportunity",0,1
"orbital",0,1
"order",0,2
"ordered",0,1
"ordering",0,1
"oregon",0,1
"orginated",0,1
"orthodox",0,1
"ortography",0,1
"others",0,3
"othersall",0,1
"otherwise",0,2
"our",0,4
"outline",0,1
"outright",0,1
"outside",0,2
"outstanding",0,1
"over",0,1
"overbearing",0,1
"overly",0,1
"ownable",0,1
"ownership",0,5
"owning",0,2
"owns",0,1
"oxford",0,1
"pacifist",0,1
"pagan",0,1
"paid",0,2
"pain",0,1
"palestinian",0,1
"pan",0,1
"panties",0,1
"pants",0,1
"par",0,1
"paranoia",0,1
"paranoid",0,2
"parent",0,2
"parenting",0,1
"parents",0,5
"parentsn",0,1
"parole",0,2
"paroled",0,2
"part",0,9
"partents",0,1
"participations",0,1
"parts",0,1
"party",0,3
"pasient",0,1
"past",0,3
"pastime",0,1
"pathetic",0,1
"patriot",0,1
"pay",0,2
"peace",0,1
"peoplenunited",0,1
"peoples",0,3
"per",0,33
"percent",0,2
"perfect",0,3
"perfection",0,1
"period",0,1
"perpetual",0,1
"perps",0,1
"person",0,7
"personalities",0,1
"personally",0,1
"petroleum",0,1
"petty",0,1
"phelps",0,1
"phillies",0,1
"phone",0,2
"photo",0,1
"phrase",0,1
"picture",0,1
"piece",0,5
"piecees",0,1
"pig",0,1
"pisses",0,2
"pissing",0,1
"pitcher",0,1
"pity",0,1
"place",0,6
"placing",0,1
"plain",0,1
"plan",0,1
"planning",0,1
"plant",0,1
"play",0,3
"plays",0,2
"please",0,6
"pleased",0,1
"pledge",0,4
"pocket",0,1
"point",0,9
"poisons",0,2
"police",0,4
"policestation",0,1
"policy",0,3
"politically",0,1
"politicians",0,1
"polytechnique",0,1
"poor",0,4
"poorest",0,1
"pop",0,1
"popcorn",0,1
"popular",0,1
"population",0,7
"populationnunited",0,2
"populationthen",0,1
"portland",0,1
"portrayed",0,2
"positive",0,1
"possibility",0,1
"possible",0,2
"possiblen",0,1
"possibly",0,1
"post",0,3
"posted",0,4
"posting",0,1
"pot",0,1
"poverty",0,2
"power",0,1
"powerful",0,3
"powers",0,1
"pozners",0,1
"ppl",0,1
"practice",0,2
"praise",0,1
"pray",0,7
"prayer",0,8
"prayernnthey",0,1
"praying",0,2
"preachers",0,1
"prehaps",0,1
"premise",0,1
"prepared",0,1
"prescription",0,1
"present",0,1
"presentation",0,1
"presents",0,1
"president",0,1
"presidential",0,1
"pretending",0,1
"pretty",0,7
"prevalent",0,1
"prevent",0,3
"prevented",0,1
"prices",0,1
"pricesthough",0,1
"prime",0,1
"principals",0,1
"principle",0,1
"principles",0,1
"prior",0,1
"prison",0,1
"private",0,1
"pro",0,1
"prob",0,2
"probably",0,6
"probally",0,1
"problem",0,4
"problems",0,2
"problemsstarted",0,1
"process",0,1
"produced",0,1
"profit",0,2
"profiting",0,1
"profits",0,1
"programs",0,1
"progun",0,2
"prohibited",0,1
"proliferation",0,1
"promote",0,1
"proof",0,1
"prooven",0,1
"proposals",0,1
"props",0,1
"protect",0,2
"protected",0,1
"protecting",0,3
"protects",0,1
"proud",0,2
"psychiatric",0,1
"psycho",0,2
"psychos",0,1
"psychotrops",0,1
"psychward",0,1
"public",0,8
"publish",0,1
"pull",0,1
"punishing",0,1
"punishment",0,1
"purchase",0,1
"purim",0,1
"purpose",0,2
"purposes",0,1
"push",0,2
"put",0,9
"putting",0,1
"pyschos",0,1
"question",0,1
"quickly",0,1
"quite",0,2
"quote",0,1
"rabbi",0,1
"race",0,2
"races",0,1
"rachel",0,2
"rachels",0,3
"racing",0,1
"rage",0,1
"rammstein",0,1
"rampage",0,1
"randompointless",0,1
"rank",0,2
"ranking",0,1
"rap",0,1
"rape",0,1
"rare",0,1
"rarely",0,1
"rate",0,12
"ratenus",0,3
"rates",0,5
"ratethe",0,1
"rather",0,6
"rating",0,1
"rational",0,1
"reach",0,1
"reached",0,1
"reaction",0,1
"read",0,2
"reading",0,2
"real",0,4
"realized",0,1
"reason",0,7
"reasons",0,1
"reasonwe",0,1
"rebel",0,1
"recently",0,1
"recite",0,2
"reciting",0,2
"record",0,1
"red",0,1
"reduced",0,1
"refuse",0,1
"regarding",0,1
"regardless",0,3
"regulate",0,1
"regulation",0,1
"rejects",0,1
"related",0,1
"relation",0,1
"released",0,1
"religion",0,8
"religiondominionist",0,1
"religions",0,1
"religiositys",0,1
"religious",0,5
"remain",0,2
"remaining",0,1
"remember",0,4
"remembered",0,1
"rememberi",0,1
"remembering",0,1
"remembers",0,1
"remembrance",0,1
"remind",0,1
"reminder",0,1
"reminding",0,1
"remove",0,1
"renders",0,1
"repeat",0,1
