"","1","2"
"alwaysâ",0,1
"amanda",0,1
"amazing",0,3
"amazingly",0,1
"amazon",0,1
"ambulances",0,3
"amen",0,1
"amendement",0,1
"amendment",0,25
"amendments",0,2
"amendmentsâ",0,1
"amercia",0,1
"america",0,92
"american",0,68
"americann",0,1
"americans",0,75
"americansâ",0,4
"americas",0,2
"americaâ",0,1
"amish",0,4
"ammirecan",0,1
"ammo",0,6
"ammoâ",0,1
"ammunition",0,4
"among",0,1
"amongst",0,2
"amount",0,12
"amounts",0,4
"amusing",0,1
"anally",0,1
"anarchists",0,1
"anarchistsâ",0,1
"anarchy",0,11
"ancestors",0,9
"anchor",0,1
"and",0,85
"anders",0,2
"andrew",0,1
"ands",0,1
"andâ",0,3
"anerican",0,1
"angeles",0,3
"angelicluffâ",0,1
"angelina",0,1
"anger",0,4
"angle",0,1
"angry",0,11
"animals",0,2
"animegalâ",0,1
"anjhindul",0,2
"anjhindulâ",0,1
"ann",0,1
"announcements",0,1
"announcernnthis",0,1
"annoy",0,1
"annoys",0,1
"annually",0,1
"anonymously",0,1
"another",0,45
"anothernothing",0,1
"anout",0,1
"answer",0,19
"answered",0,2
"answering",0,1
"answers",0,3
"anthrax",0,1
"anti",0,3
"antichrist",0,1
"antidepressant",0,4
"antidepressants",0,1
"antigod",0,1
"antigun",0,5
"antigunners",0,2
"antisocial",0,1
"antonio",0,1
"anxiety",0,1
"any",0,12
"anybody",0,6
"anymore",0,12
"anymoreâ",0,1
"anyone",0,51
"anyoneas",0,1
"anyonei",0,1
"anyonennbut",0,1
"anything",0,47
"anytime",0,2
"anytimena",0,1
"anyway",0,12
"anyways",0,3
"anywhere",0,11
"anâ",0,1
"apart",0,1
"apathy",0,1
"apiece",0,1
"apocalypse",0,1
"apologists",0,1
"appalling",0,2
"appallingâ",0,1
"apparent",0,1
"apparently",0,7
"appear",0,5
"appearing",0,1
"appears",0,1
"applaud",0,1
"applause",0,1
"application",0,1
"applied",0,1
"applies",0,1
"apply",0,2
"applying",0,1
"appreciate",0,1
"appreciatedâ",0,1
"approach",0,2
"appropriately",0,1
"approx",0,1
"aprehend",0,1
"april",0,2
"arab",0,1
"arabs",0,1
"arapahoe",0,2
"arcadiaâ",0,3
"arcane",0,1
"are",0,22
"area",0,10
"areas",0,10
"arent",0,4
"areâ",0,3
"arguably",0,1
"argue",0,5
"argued",0,1
"arguement",0,2
"argueâ",0,2
"arguing",0,6
"argument",0,15
"argumentnnwhat",0,1
"arguments",0,4
"arise",0,1
"arizona",0,2
"arm",0,5
"armament",0,1
"armed",0,28
"arming",0,1
"armor",0,3
"armored",0,1
"armour",0,9
"armourpiercing",0,1
"arms",0,20
"armsnot",0,1
"armsnow",0,1
"army",0,9
"arnt",0,1
"arose",0,1
"around",0,53
"arrested",0,2
"arrive",0,3
"arrived",0,1
"arrivedâ",0,1
"arrives",0,1
"arroganceâ",0,2
"arrogant",0,1
"arrow",0,1
"ars",0,4
"arsenal",0,1
"art",0,1
"arth",0,1
"arthurn",0,1
"article",0,2
"articles",0,3
"arts",0,1
"asap",0,1
"asbergers",0,1
"asesine",0,1
"ashamed",0,1
"ashemed",0,1
"ashley",0,1
"asia",0,2
"asians",0,1
"aside",0,1
"asinine",0,3
"ask",0,10
"asked",0,7
"asking",0,1
"asks",0,1
"aslong",0,1
"aspire",0,1
"ass",0,14
"assasins",0,1
"assault",0,25
"assert",0,1
"assertion",0,2
"assertions",0,1
"asses",0,4
"assess",0,1
"asshole",0,5
"assholes",0,6
"assholesnnthats",0,1
"assholesâ",0,2
"assortment",0,1
"asstraillia",0,1
"assualt",0,1
"assume",0,4
"assumed",0,1
"assuming",0,3
"assumption",0,2
"assurance",0,1
"assâ",0,1
"astlâ",0,1
"ate",0,3
"atf",0,3
"ath",0,1
"atheists",0,1
"athiest",0,1
"atlanticâ",0,1
"atleast",0,1
"atrocities",0,1
"atrocity",0,2
"attach",0,1
"attack",0,13
"attacked",0,3
"attacker",0,4
"attacking",0,5
"attacks",0,6
"attananightshadowâ",0,2
"attempt",0,4
"attempted",0,2
"attempting",0,1
"attension",0,1
"attention",0,13
"attest",0,1
"attire",0,1
"attitude",0,1
"aunt",0,1
"aurora",0,12
"auroroa",0,1
"ausador",0,1
"austin",0,1
"austinamerican",0,1
"austinopeth",0,1
"australia",0,11
"authority",0,1
"authorized",0,1
"authors",0,1
"auto",0,6
"automatic",0,5
"automatically",0,2
"automobile",0,1
"automobiles",0,1
"autumn",0,1
"availability",0,9
"available",0,4
"average",0,6
"avila",0,1
"avoid",0,1
"avoided",0,1
"avoiding",0,1
"awakenedâ",0,1
"awakening",0,1
"aware",0,2
"away",0,62
"awaywe",0,1
"awesome",0,4
"awesomenfreeeeeeeeeeeedooooooooooooommmmmmmmmmmmmmmmmmmmmmmmmmmmnwith",0,1
"awful",0,5
"awfulâ",0,1
"awkward",0,1
"axe",0,2
"aylin",0,1
"aâ",0,1
"babies",0,3
"baby",0,2
"babys",0,1
"back",0,38
"background",0,10
"backing",0,1
"backround",0,1
"backwards",0,2
"backyard",0,1
"bacon",0,1
"bad",0,75
"badge",0,1
"badly",0,2
"badmentally",0,1
"badâ",0,3
"bags",0,1
"bagsâ",0,1
"bake",0,1
"balance",0,1
"balanced",0,1
"balancednfunny",0,1
"ball",0,3
"balls",0,6
"ballsnbut",0,1
"ballsâ",0,1
"bam",0,2
"bama",0,1
"bambo",0,1
"ban",0,41
"band",0,1
"bandits",0,2
"bands",0,1
"bangers",0,1
"banging",0,2
"banish",0,1
"bank",0,9
"banker",0,1
"bankrupt",0,1
"bann",0,1
"banned",0,23
"bannednndont",0,1
"bannedâ",0,1
"banning",0,17
"bans",0,7
"banâ",0,1
"bar",0,1
"barack",0,1
"bare",0,3
"barely",0,1
"barged",0,1
"barnettâ",0,1
"barricade",0,2
"barricaded",0,1
"barâ",0,1
"base",0,3
"baseball",0,1
"based",0,11
"basement",0,1
"bash",0,1
"bashing",0,1
"basic",0,4
"basically",0,3
"basicly",0,1
"basilenis",0,1
"bastard",0,1
"bastards",0,5
"bath",0,2
"bathrooms",0,1
"batman",0,3
"bats",0,1
"battle",0,1
"bbitches",0,1
"bcz",0,1
"bday",0,1
"beanbag",0,1
"bear",0,10
"beard",0,5
"bears",0,1
"bearsâ",0,1
"beat",0,5
"beatdown",0,1
"beating",0,1
"beats",0,1
"beautiful",0,3
"beauty",0,1
"because",0,20
"becauseâ",0,1
"beckettnnthey",0,1
"beckettâ",0,1
"become",0,22
"becomes",0,1
"becoming",0,2
"becous",0,2
"becouse",0,1
"becuase",0,1
"becuz",0,1
"bed",0,1
"bedengen",0,1
"bee",0,1
"beef",0,1
"been",0,1
"beer",0,6
"bees",0,1
"befor",0,1
"before",0,5
"began",0,2
"begging",0,1
"begin",0,3
"beginning",0,5
"begins",0,1
"beginâ",0,2
"behalf",0,1
"behave",0,5
"behavior",0,2
"behaviour",0,3
"beheadings",0,1
"behemoth",0,1
"behind",0,14
"behring",0,1
"being",0,2
"beings",0,1
"beleive",0,1
"belief",0,3
"believe",0,43
"believed",0,2
"believer",0,1
"believes",0,4
"believing",0,2
"belittling",0,1
"bell",0,1
"bellnyou",0,1
"belong",0,2
"belongings",0,1
"beloved",0,1
"beltway",0,3
"benefit",0,1
"benefits",0,4
"benjamin",0,1
"bent",0,1
"berserk",0,1
"besides",0,4
"best",0,18
"bestâ",0,2
"bet",0,7
"better",0,38
"beverly",0,1
"beware",0,1
"beyond",0,5
"bhavent",0,1
"biasednnwhen",0,1
"biden",0,1
"biding",0,1
"biebers",0,1
"big",0,20
"bigger",0,4
"biggest",0,9
"bigguynnagain",0,1
"bigguyâ",0,1
"bigot",0,1
"bile",0,1
"bilespewing",0,1
"bill",0,7
"billion",0,1
"billionhowever",0,1
"billions",0,3
"bills",0,1
"billy",0,2
"bio",0,1
"bipolar",0,1
"birth",0,2
"birthday",0,4
"birthdaycreepy",0,1
"birthdayâ",0,1
"bit",0,11
"bitch",0,3
"bitches",0,1
"bitchnnbut",0,1
"bitchâ",0,1
"bitcoins",0,1
"bits",0,1
"bizarre",0,2
"bka",0,1
"black",0,30
"blackness",0,1
"blacks",0,7
"blacksburg",0,1
"blah",0,4
"blahi",0,1
"blakester",0,1
"blame",0,75
"blamed",0,10
"blames",0,3
"blaming",0,14
"blane",0,2
"blanket",0,1
"blastingdestroying",0,1
"blemishesâ",0,1
"bless",0,8
"blessed",0,1
"blew",0,1
"blind",0,3
"blinded",0,2
"blindly",0,5
"blinds",0,1
"blinks",0,1
"blithering",0,1
"block",0,1
"blocked",0,1
"blood",0,7
"blooded",0,1
"bloodiest",0,1
"bloody",0,4
"blow",0,4
"blowing",0,1
"blown",0,1
"blows",0,1
"blue",0,1
"blueflame",0,1
"blueâ",0,1
"blunder",0,1
"board",0,2
"boarder",0,2
"boast",0,1
"bob",0,1
"bodies",0,3
"body",0,19
"bodys",0,1
"boils",0,1
"bomb",0,5
"bomber",0,1
"bombernwhen",0,1
"bombers",0,2
"bombing",0,7
"bombings",0,5
"bombs",0,14
"bondâ",0,1
"bone",0,1
"bonnyboynthe",0,1
"bonnyboyâ",0,1
"book",0,8
"books",0,1
"boom",0,1
"boomerangs",0,1
"boring",0,1
"born",0,7
"bornnndo",0,1
"bornnprove",0,1
"bornnâ",0,1
"borrow",0,1
"boston",0,11
"bother",0,2
"bothered",0,1
"bothers",0,1
"bots",0,1
"bottom",0,2
"bought",0,8
"bound",0,2
"bout",0,4
"bow",0,1
"bowl",0,2
"bowling",0,4
"box",0,3
"boxcutters",0,1
"boxes",0,1
"boy",0,6
"boys",0,2
"boysâ",0,1
"brad",0,1
"bragged",0,1
"brain",0,7
"brains",0,8
"brainwashed",0,3
"brainâ",0,1
"brake",0,1
"brand",0,1
"brandishing",0,2
"brandon",0,1
"brat",0,1
"braught",0,1
"breaching",0,1
"break",0,7
"breakfest",0,1
"breaking",0,2
"breaks",0,10
"breathe",0,1
"breathing",0,2
"breed",0,3
"breivik",0,2
"brenda",0,2
"brian",0,1
"brick",0,1
"bricks",0,1
"brief",0,1
"brigade",0,1
"brilliant",0,2
"brilliantnand",0,1
"bring",0,16
"bringing",0,1
"brings",0,2
"britain",0,6
"britainâ",0,1
"britian",0,1
"british",0,6
"brits",0,2
"bro",0,5
"broad",0,1
"broadcast",0,1
"broadcasting",0,2
"broadest",0,1
"broke",0,4
"broken",0,2
"brokenbasicly",0,1
"brooks",0,1
"brother",0,1
"brothers",0,1
"brought",0,7
"brown",0,1
"browser",0,3
"bruce",0,1
"bruh",0,1
"brulee",0,1
"brutal",0,1
"brutality",0,2
"brutalâ",0,1
"bryan",0,1
"btw",0,5
"buckshuhdead",0,1
"bud",0,1
"buddies",0,1
"buddy",0,2
"budget",0,1
"buffoon",0,1
"build",0,2
"builders",0,1
"building",0,3
"buildingn",0,1
"buildingâ",0,1
"bulied",0,1
"buling",0,1
"bulk",0,2
"bull",0,1
"bullet",0,4
"bulletproof",0,1
"bullets",0,10
"bullied",0,10
"bullies",0,3
"bulling",0,1
"bullshit",0,15
"bully",0,4
"bullygo",0,1
"bullying",0,14
"bullyingdiscrimination",0,1
"bullyingunless",0,1
"bullyingâ",0,1
"bunch",0,14
"burger",0,2
"burglar",0,3
"burglarso",0,1
"buried",0,1
"burning",0,2
"burns",0,1
"burrito",0,1
"burst",0,1
"bury",0,1
"bus",0,2
"bush",0,2
"bushmasters",0,1
"business",0,8
"businesses",0,1
"busloads",0,1
"buss",0,1
"busy",0,3
"but",0,63
"butt",0,1
"buttons",0,1
"butunfortunately",0,1
"butâ",0,1
"butâuuif",0,1
"buy",0,36
"buying",0,7
"buys",0,2
"buzzfeed",0,1
"báº¯n",0,1
"bâ",0,1
"cafe",0,5
"cage",0,1
"cal",0,2
"calculated",0,1
"california",0,8
"californian",0,1
"call",0,12
"called",0,15
"calling",0,3
"calls",0,4
"calm",0,3
"cam",0,1
"cambiando",0,1
"camden",0,2
"came",0,13
"camera",0,1
"cameras",0,7
"camopaintnâ",0,1
"camp",0,1
"camps",0,1
"campus",0,5
"campuses",0,1
"canada",0,13
"canadan",0,1
"canadian",0,6
"canadians",0,2
"cancelled",0,1
"cancer",0,2
"cancerous",0,1
"candy",0,1
"cannibal",0,2
"cannot",0,1
"canolinno",0,1
"cans",0,5
"cant",0,31
"canâ",0,1
"cap",0,1
"capable",0,5
"capacity",0,4
"capita",0,4
"capital",0,1
"capitalize",0,1
"capitalized",0,1
"car",0,17
"care",0,29
"cared",0,1
"careful",0,1
"cares",0,4
"caring",0,3
"carl",0,6
"carnage",0,2
"carried",0,4
"carrier",0,1
"carry",0,27
"carrying",0,4
"carrys",0,1
"cars",0,14
"cartel",0,3
"cartels",0,2
"carter",0,2
"cartridge",0,1
"case",0,15
"cases",0,6
"cash",0,2
"cassie",0,1
"cast",0,1
"castro",0,1
"casually",0,1
"casualties",0,3
"catch",0,1
"catologyâ",0,3
"cattle",0,1
"catâ",0,1
"caucasians",0,1
"caught",0,10
"causality",0,2
"causation",0,1
"cause",0,20
"caused",0,13
"causes",0,5
"causeâ",0,1
"causing",0,7
"cba",0,1
"ccw",0,3
"ccws",0,1
"cdc",0,1
"celebrities",0,3
"cell",0,1
"cells",0,1
"centennial",0,1
"center",0,2
"central",0,3
"centuries",0,1
"century",0,7
"centuty",0,1
"cereal",0,2
"cert",0,1
"certain",0,11
"certainly",0,12
"certificates",0,1
"chainsaw",0,1
"chair",0,2
"chairs",0,1
"challenge",0,1
"challenging",0,2
"chambers",0,1
"chamorruwarriorncriminals",0,1
"chamorruwarriornoh",0,1
"chance",0,16
"chances",0,4
"change",0,20
"changed",0,7
"changednnlet",0,1
"changes",0,3
"changing",0,4
"channel",0,3
"chaos",0,9
"chaosnjust",0,1
"charge",0,2
"charities",0,2
"charles",0,4
"chatfield",0,2
"cheap",0,1
"cheaterninja",0,1
"check",0,10
"checked",0,1
"checks",0,12
"checkâ",0,4
"cheerleaders",0,1
"cheese",0,2
"chicago",0,8
"chick",0,1
"chicken",0,24
"chickens",0,1
"chicks",0,1
"child",0,8
"childhood",0,1
"childish",0,4
"children",0,36
"childrennnremember",0,1
"childrens",0,1
"childs",0,1
"childâ",0,1
"chill",0,1
"chilling",0,1
"chills",0,2
"china",0,4
"chinas",0,1
"chino",0,1
"chip",0,1
"chips",0,1
"cho",0,4
"chocolate",0,1
"choice",0,9
"choking",0,1
"choose",0,7
"chopped",0,1
"chose",0,1
"chosen",0,2
"chris",0,1
"christ",0,1
"christian",0,6
"christians",0,3
"christmas",0,2
"christs",0,1
"chuckie",0,1
"chump",0,1
"churchill",0,1
"churchn",0,1
"cia",0,1
"cinamax",0,1
"circle",0,1
"circulate",0,1
"circumstances",0,1
"circumventing",0,1
"cite",0,1
"citerzen",0,1
"cities",0,7
"citiesâ",0,1
"citing",0,1
"citizen",0,11
"citizenries",0,1
"citizenry",0,1
"citizens",0,35
"citizensâ",0,1
"city",0,11
"cityn",0,1
"citzens",0,1
"civil",0,3
"civilian",0,5
"civilians",0,20
"civilized",0,1
"civilizedn",0,1
"civillians",0,2
"claim",0,4
"claimed",0,1
"claiming",0,2
"claimnnhttpwwwdailymailcouknewsarticleboyfatallyshootsyearoldsisterfourthdeathusmonthcausedfirearmfindingwayhandschildhtmlnnhttpwwwabcnetaunewsteenagesaccuseddeathaustralianbaseballerchrislanennhttpwwwndtvcomarticleworldyearoldboyshootskillsyearoldsisterusnnhttpwwwnytimescomuscndshootinghtmlpagewantedrnnhttpwwwslatecomblogscrimechildshootingsmotherjoneschildshootingdeathsinshowthathtmlnnhttpenwikipediaorgwikishootingoftrayvonmartinnnhttpwwwhuffingtonpostcomchildgundeathsnhtmlnnhttpwwwtelegraphcouknewsworldnewsnorthamericausacaliforniadriveshootingsonhungergamesassistantdirectorelliotrodgersuspectedkillingsixhtmlnnand",0,1
"claims",0,4
"clam",0,2
"clapping",0,1
"clarified",0,1
"clark",0,2
"clas",0,1
"class",0,10
"classes",0,4
"classic",0,5
"classified",0,1
"classifies",0,1
"classify",0,1
"classroom",0,2
"classrooms",0,3
"classroomscafeterialibrary",0,1
"claus",0,1
"clean",0,1
"clear",0,6
"clearly",0,4
"clicked",0,1
"clicks",0,1
"climate",0,1
"clinton",0,1
"clip",0,1
"clips",0,1
"clipscause",0,1
"clock",0,1
"close",0,9
"closecongratulations",0,1
"closedminded",0,1
"closequarters",0,1
"closest",0,1
"closet",0,1
"closing",0,3
"closure",0,2
"cloth",0,1
"clothes",0,4
"clothing",0,2
"cloths",0,1
"clue",0,3
"clueless",0,1
"cluenhahahaha",0,1
"cmon",0,2
"cnn",0,7
"coat",0,3
"cock",0,1
"codes",0,1
"coffee",0,2
"cognitive",0,1
"coincidence",0,2
"coinsized",0,1
"cold",0,7
"colin",0,18
"coliseum",0,1
"collapse",0,1
"college",0,4
"collingoatndid",0,1
"collingoatnyeah",0,1
"colobine",0,2
"cologne",0,1
"colombiane",0,1
"colombine",0,2
"colonial",0,1
"color",0,1
"colorado",0,11
"columbia",0,1
"columbian",0,2
"columbine",0,72
"columbinen",0,1
"columbines",0,1
"columbineâ",0,2
"columbisorry",0,1
"combination",0,1
"combined",0,2
"come",0,32
"comes",0,8
"coming",0,11
"comment",0,17
"commentary",0,1
"commenting",0,5
"commentingn",0,1
"comments",0,15
"commentâ",0,2
"commercial",0,3
"commies",0,1
"commit",0,19
"commited",0,1
"commits",0,1
"committed",0,14
"committing",0,6
"common",0,12
"commonly",0,1
"commons",0,1
"community",0,14
"communityâ",0,1
"communty",0,1
"como",0,1
"companies",0,1
"companygunstore",0,1
"companyâ",0,1
"comparable",0,1
"compare",0,8
"compared",0,8
"comparing",0,2
"comparison",0,2
"comparisons",0,4
"compassion",0,1
"competition",0,1
"complacency",0,2
"complaining",0,1
"complete",0,6
"completely",0,21
"completly",0,1
"complex",0,6
"compound",0,1
"comprar",0,1
"comprehensive",0,1
"compton",0,1
"computer",0,2
"conceal",0,2
"concealed",0,13
"concealing",0,1
"concealment",0,1
"conceiled",0,1
"concept",0,2
"concepts",0,1
"concerned",0,2
"concerning",0,1
"conclude",0,1
"conclusion",0,2
"conclusions",0,1
"concord",0,1
"condemn",0,1
"condition",0,1
"conditions",0,3
"condolences",0,2
"condone",0,1
"conduct",0,2
"cone",0,1
"confiscate",0,2
"confiscated",0,2
"confiscatedâ",0,1
"confiscating",0,1
"confiscatingâ",0,1
"confiscation",0,3
"conform",0,1
"conforming",0,1
"confuse",0,1
"confused",0,4
"congratulations",0,1
"congress",0,1
"conjecture",0,2
"conme",0,1
"connected",0,2
"connecticut",0,10
"connection",0,1
"connections",0,2
"connor",0,2
"conscience",0,1
"conscious",0,2
"conscripted",0,1
"consent",0,5
"consequences",0,3
"conservative",0,1
"conservatives",0,1
"consider",0,5
"considered",0,5
"considering",0,3
"considers",0,1
"consieled",0,1
"consistent",0,2
"consistently",0,1
"conspiracy",0,6
"constantly",0,2
"constitution",0,21
"constitutional",0,4
"consumption",0,1
"contact",0,1
"contacts",0,1
"contain",0,2
"contains",0,1
"content",0,1
"contest",0,2
"continue",0,9
"continued",0,1
"continues",0,3
"contovercynnall",0,1
"contractors",0,1
"contradicting",0,2
"contrary",0,1
"contributing",0,1
"control",0,73
"controlled",0,5
"controllers",0,3
"controlling",0,2
"controlnlook",0,1
"convenient",0,2
"conveniently",0,2
"convention",0,1
"conventional",0,1
"conversation",0,3
"conversations",0,1
"convicts",0,4
"convierta",0,1
"convince",0,2
"convinced",0,1
"cookers",0,1
"cookie",0,1
"cool",0,3
"cooperation",0,1
"cop",0,8
"cope",0,1
"copperas",0,1
"cops",0,15
"copy",0,1
"copycat",0,1
"core",0,3
"corner",0,3
"cornered",0,1
"corporate",0,2
"corpse",0,2
"correct",0,12
"correcting",0,1
"correctly",0,2
"correctâ",0,1
"correlation",0,3
"corridors",0,1
"corrupt",0,1
"corrupted",0,1
"cos",0,3
"cosas",0,1
"cost",0,5
"costlier",0,1
"costly",0,1
"cough",0,1
"couldnt",0,2
"council",0,1
"counrtyâ",0,1
"count",0,3
"counter",0,6
"counting",0,1
"countries",0,31
"country",0,88
"countrys",0,2
"countryside",0,1
"countryâ",0,1
"counts",0,2
"county",0,4
"coup",0,1
"couple",0,7
"course",0,14
"courses",0,1
"court",0,4
"courts",0,1
"cousin",0,2
"cove",0,1
"cover",0,5
"coverage",0,3
"covered",0,1
"covering",0,2
"coward",0,2
"cowardly",0,2
"cowards",0,7
"cowboys",0,1
"cower",0,1
"coz",0,5
"crack",0,2
"cracker",0,1
"cracks",0,1
"crap",0,10
"crash",0,1
"crashs",0,1
"craxzy",0,1
"craze",0,2
"crazed",0,1
"crazies",0,1
"craziest",0,1
"craziness",0,1
"crazy",0,49
"crazydrunk",0,1
"crazys",0,1
"create",0,4
"created",0,13
"createdâ",0,1
"creating",0,2
"creator",0,1
"creatures",0,2
"credit",0,2
"creek",0,1
"creep",0,1
"creeped",0,1
"creepy",0,9
"creepyn",0,1
"creepysad",0,1
"creian",0,1
"creme",0,1
"crib",0,1
"cried",0,2
"crime",0,74
"crimemurder",0,1
"crimes",0,35
"crimesn",0,1
"crimesnn",0,1
"crimesâ",0,2
"crimeâ",0,1
"criminal",0,21
"criminals",0,46
"criminalsnguns",0,1
"criminalsnhttpcrimepreventionresearchcenterorg",0,1
"criteria",0,2
"critics",0,1
"crockettâ",0,1
"crossed",0,1
"crossfire",0,1
"crowd",0,2
"crowded",0,2
"crucial",0,2
"crucified",0,1
"cruel",0,1
"crumb",0,1
"crumble",0,1
"crumbles",0,1
"cry",0,1
"crying",0,3
"csp",0,1
"cuba",0,1
"cubans",0,1
"culprit",0,1
"cultural",0,1
"culture",0,31
"culturenand",0,1
"cultures",0,1
"cup",0,1
"curb",0,2
"cure",0,1
"curently",0,1
"curie",0,1
"curiosity",0,1
"curious",0,1
"currency",0,1
"currencyâ",0,1
"current",0,3
"currently",0,2
"cus",0,1
"custody",0,1
"customer",0,1
"customers",0,1
"customersâ",0,1
"cut",0,4
"cuz",0,4
"cycopaths",0,1
"cynical",0,1
"dabble",0,1
"dad",0,4
"dads",0,1
"daft",0,1
"dahmere",0,1
"daily",0,1
"dam",0,3
"damage",0,6
"damm",0,1
"damn",0,25
"damned",0,1
"dan",0,2
"dance",0,2
"dandy",0,1
"danger",0,3
"dangerous",0,14
"dangerouse",0,1
"danish",0,1
"dante",0,2
"dare",0,3
"dares",0,1
"darian",0,1
"dark",0,6
"darkness",0,1
"darude",0,1
"dash",0,1
"dashcam",0,1
"data",0,1
"date",0,10
"datennive",0,1
"dates",0,1
"daughter",0,2
"david",0,4
"davidians",0,1
"day",0,41
"daynnâ",0,1
"days",0,51
"dayum",0,1
"dayâ",0,1
"dead",0,18
"deadfeet",0,1
"deadliest",0,1
"deadly",0,7
"deadrising",0,1
"deal",0,13
"dealer",0,1
"dealers",0,2
"dealing",0,4
"deals",0,1
"dealt",0,1
"dealâ",0,2
"deamons",0,1
"dear",0,4
"death",0,29
"deathn",0,1
"deathna",0,1
"deathrocker",0,1
"deaths",0,24
"deathsâ",0,2
"deathwish",0,1
"debate",0,3
"debated",0,1
"debates",0,1
"debating",0,1
"debt",0,2
"dec",0,6
"decade",0,4
"decadence",0,1
"decades",0,3
"decapitated",0,1
"decease",0,1
"deceive",0,1
"december",0,7
"decide",0,8
"decided",0,4
"decides",0,1
"deciding",0,2
"decision",0,3
"decisions",0,3
"deck",0,1
"decks",0,1
"declare",0,1
"declared",0,3
"decrease",0,1
"decreased",0,1
"decreases",0,1
"dedicating",0,1
"deeds",0,1
"deemed",0,3
"deep",0,4
"deeper",0,2
"deepest",0,1
"deer",0,1
"defence",0,4
"defend",0,31
"defended",0,1
"defending",0,3
"defense",0,20
"defenseless",0,5
"defiantlyâ",0,1
"deficientâ",0,1
"deficit",0,1
"define",0,2
"defined",0,1
"definitely",0,5
"definitelyâ",0,1
"definition",0,1
"definitly",0,1
"deity",0,2
"delay",0,1
"delayed",0,1
"deleted",0,1
"deleting",0,1
"delicate",0,1
"deluded",0,1
"delusional",0,2
"dem",0,2
"demand",0,4
"demanded",0,1
"demanding",0,1
"democide",0,2
"democracy",0,3
"democratic",0,3
"democrats",0,2
"demolished",0,1
"demonic",0,1
"denial",0,1
"denizens",0,1
"denmarkâ",0,1
"dent",0,1
"deny",0,2
"denying",0,1
"department",0,1
"departments",0,1
"dependance",0,1
"dependent",0,4
"depending",0,2
"deployed",0,1
"deployment",0,1
"depressed",0,1
"depression",0,1
"depressive",0,1
"depriving",0,1
"dept",0,1
"depth",0,1
"deranged",0,3
"describe",0,3
"described",0,1
"describing",0,3
"description",0,6
