"","1","2"
"americansn",0,1
"americanstrigger",0,1
"americanthats",0,1
"americapiiiungpiiiiung",0,1
"americas",0,13
"americathe",0,1
"ammd",0,1
"ammendment",0,1
"ammo",0,5
"ammoim",0,1
"ammount",0,2
"ammunition",0,3
"amnesty",0,1
"amok",0,1
"among",0,4
"amount",0,19
"amounts",0,4
"amped",0,1
"amtrak",0,2
"amurica",0,1
"amuses",0,1
"amusing",0,1
"amusment",0,1
"amy",0,1
"amygdala",0,1
"analysis",0,1
"anarchist",0,1
"anarchists",0,1
"anarchy",0,11
"ancient",0,1
"and",0,209
"anders",0,9
"andersen",0,1
"andreas",0,1
"angel",0,3
"angeles",0,4
"angels",0,2
"angelspeople",0,1
"anger",0,7
"angeredâ",0,1
"angers",0,2
"angled",0,1
"angry",0,13
"animal",0,7
"animalistic",0,1
"animals",0,7
"animalsnnyou",0,1
"anime",0,2
"animes",0,2
"ankle",0,2
"annie",0,1
"anniversary",0,1
"annnnnnnnnnnnnd",0,1
"annotation",0,1
"announce",0,1
"annoyed",0,2
"annoying",0,4
"anomaly",0,1
"anonymous",0,1
"anonymously",0,1
"another",0,65
"anothernni",0,1
"ansewr",0,1
"answer",0,33
"answered",0,2
"answering",0,2
"answernnow",0,1
"answers",0,6
"ant",0,2
"anti",0,6
"antiabortion",0,1
"antianarchism",0,1
"antidepressants",0,1
"antidote",0,1
"antigun",0,5
"antihistorical",0,1
"antiwar",0,1
"antonio",0,1
"antsy",0,1
"anwser",0,1
"anxietyanger",0,1
"any",0,5
"anybody",0,17
"anymore",0,13
"anymorennfor",0,1
"anyone",0,69
"anyonen",0,1
"anyones",0,2
"anything",0,97
"anytime",0,1
"anytown",0,1
"anyway",0,26
"anywaynso",0,1
"anyways",0,6
"anywhere",0,23
"apart",0,4
"apartment",0,2
"apathetic",0,1
"ape",0,2
"apes",0,5
"apeshit",0,1
"apex",0,1
"apologize",0,5
"apologizing",0,2
"apology",0,1
"appalachian",0,1
"apparently",0,7
"appear",0,2
"appearance",0,2
"appears",0,3
"apple",0,2
"appleyt",0,1
"application",0,1
"applied",0,2
"applies",0,1
"apply",0,5
"appreciate",0,3
"approach",0,1
"appropriate",0,3
"approval",0,1
"approx",0,1
"approximately",0,1
"aprenderam",0,2
"april",0,5
"apuppyonacid",0,1
"apx",0,1
"arab",0,3
"arabe",0,1
"arabs",0,2
"are",0,48
"area",0,19
"areas",0,10
"arenas",0,3
"arent",0,12
"argentina",0,1
"argreed",0,1
"argue",0,11
"argueagainst",0,1
"argued",0,1
"arguement",0,1
"arguen",0,1
"arguing",0,11
"argument",0,44
"argumenti",0,1
"argumentmoron",0,1
"arguments",0,9
"argumentthe",0,1
"arizona",0,1
"ark",0,1
"arm",0,14
"armalite",0,1
"armchair",0,1
"armed",0,61
"armedn",0,1
"armenia",0,1
"armies",0,2
"arming",0,5
"armless",0,1
"armor",0,1
"arms",0,42
"armsnnnew",0,1
"army",0,14
"armyn",0,1
"arnt",0,6
"around",0,64
"aroundn",0,1
"arrest",0,2
"arrested",0,3
"arrive",0,1
"arrived",0,2
"arrogant",0,1
"arrow",0,2
"arrows",0,1
"ars",0,3
"arse",0,2
"arsehole",0,1
"arsenal",0,1
"arsenals",0,1
"arson",0,1
"arsonal",0,1
"arsonist",0,1
"arthur",0,4
"arti",0,1
"article",0,6
"artist",0,4
"arts",0,6
"aryan",0,1
"asenine",0,1
"ashamed",0,2
"ashland",0,1
"ashley",0,5
"asia",0,2
"asian",0,8
"aside",0,1
"asidenmedia",0,1
"asinine",0,1
"ask",0,24
"asked",0,8
"asking",0,5
"aspects",0,2
"aspire",0,1
"ass",0,50
"assailant",0,4
"assassin",0,2
"assassination",0,2
"assassinations",0,2
"assassins",0,2
"assault",0,54
"assaultedill",0,1
"assaults",0,2
"assaultsemiautomatic",0,1
"assembly",0,3
"asserting",0,1
"asses",0,3
"assfucked",0,1
"asshats",0,1
"asshole",0,15
"assholes",0,10
"assigning",0,1
"assistant",0,1
"assisted",0,1
"assn",0,1
"associate",0,1
"associated",0,2
"association",0,2
"assualt",0,2
"assualts",0,2
"assume",0,15
"assumed",0,1
"assuming",0,6
"assumption",0,3
"assumptions",0,1
"assure",0,1
"assuring",0,1
"astonishing",0,1
"astounding",0,3
"aswel",0,1
"aswell",0,4
"atat",0,1
"ate",0,3
"atention",0,2
"ath",0,1
"atheism",0,3
"atheist",0,6
"atheistic",0,2
"atheistnnwell",0,1
"atheists",0,11
"ather",0,2
"athiest",0,1
"atleast",0,5
"atmosphere",0,1
"aton",0,1
"atrociousness",0,1
"atrocities",0,2
"atrocity",0,1
"atrophied",0,1
"attached",0,2
"attack",0,24
"attacked",0,4
"attacker",0,1
"attackers",0,1
"attackersnni",0,1
"attacking",0,6
"attacks",0,14
"attacksâ",0,1
"attain",0,1
"attained",0,1
"attempt",0,5
"attempted",0,2
"attempting",0,1
"attempts",0,2
"attended",0,3
"attending",0,1
"attention",0,30
"attitude",0,4
"attributed",0,1
"attrocities",0,1
"audio",0,1
"aunt",0,1
"aunties",0,1
"aurora",0,16
"aurroa",0,1
"aurthor",0,1
"aus",0,1
"aussie",0,1
"aussies",0,1
"austin",0,5
"australia",0,31
"australian",0,1
"australiannhere",0,1
"australians",0,2
"australiapretty",0,1
"australias",0,1
"author",0,2
"authoriteis",0,1
"authority",0,2
"auto",0,15
"automatic",0,21
"automatically",0,5
"automaticly",0,1
"automatics",0,1
"autopsy",0,1
"autos",0,3
"auvinen",0,2
"availability",0,3
"available",0,12
"avalible",0,1
"avatar",0,3
"avenging",0,1
"average",0,14
"avoid",0,5
"avoided",0,6
"avril",0,1
"aware",0,10
"awared",0,1
"awareness",0,4
"away",0,97
"awayim",0,1
"awaynmany",0,1
"awayâ",0,1
"awb",0,1
"awe",0,1
"awerage",0,1
"awesome",0,6
"awful",0,4
"awfully",0,1
"awsoe",0,1
"aww",0,2
"awww",0,1
"awwww",0,1
"axes",0,1
"axis",0,1
"ayn",0,1
"azn",0,1
"babble",0,1
"babies",0,2
"baby",0,4
"babysat",0,1
"babysit",0,1
"babysitter",0,1
"bachelors",0,1
"back",0,77
"backbone",0,1
"backed",0,1
"background",0,31
"backgroundn",0,1
"backgrounds",0,1
"backpack",0,1
"backround",0,1
"backs",0,2
"backup",0,1
"backwards",0,6
"backyard",0,1
"bad",0,98
"badass",0,6
"badi",0,1
"badly",0,3
"bag",0,3
"bags",0,1
"bait",0,1
"baka",0,1
"bald",0,2
"ball",0,3
"ballistics",0,1
"balls",0,6
"ban",0,98
"bananas",0,2
"band",0,3
"bands",0,1
"bandwagon",0,1
"bang",0,5
"banging",0,1
"baning",0,1
"bank",0,3
"banker",0,1
"banks",0,2
"banned",0,46
"bannedn",0,1
"bannednnyet",0,1
"banning",0,58
"bans",0,6
"baptist",0,3
"barack",0,3
"barb",0,1
"barbwire",0,2
"barcelona",0,1
"bare",0,5
"barehanded",0,1
"barely",0,6
"barking",0,1
"barrack",0,1
"barrelled",0,1
"bars",0,1
"base",0,3
"baseball",0,6
"based",0,15
"basement",0,1
"bases",0,3
"basesâ",0,1
"bash",0,1
"bashed",0,2
"basherlockâ",0,1
"basic",0,4
"basically",0,14
"basis",0,5
"basketball",0,3
"bastard",0,2
"bastards",0,3
"bat",0,5
"batbabies",0,1
"bath",0,4
"batman",0,16
"baton",0,1
"bats",0,5
"battle",0,7
"battlefield",0,3
"battles",0,1
"bazooka",0,1
"bbc",0,2
"bbs",0,1
"bcannotb",0,1
"bday",0,1
"beacon",0,1
"beacouse",0,1
"bear",0,19
"beard",0,9
"bearing",0,1
"beast",0,2
"beasts",0,1
"beat",0,12
"beaten",0,1
"beatings",0,1
"beatles",0,1
"beats",0,1
"beautiful",0,3
"beauty",0,4
"became",0,7
"becasue",0,1
"because",0,42
"become",0,29
"becomes",0,3
"becoming",0,7
"becuase",0,1
"becuz",0,1
"bed",0,2
"bednthats",0,1
"bedoel",0,1
"bedroom",0,1
"beds",0,1
"bee",0,1
"beech",0,2
"beeen",0,1
"beefing",0,1
"beeing",0,1
"been",0,2
"beer",0,2
"beffy",0,1
"befor",0,2
"before",0,6
"beforehand",0,1
"befriend",0,1
"began",0,1
"begin",0,2
"beginning",0,3
"beginnnbut",0,1
"begins",0,2
"behalf",0,1
"behavior",0,3
"behaviour",0,5
"behavorial",0,1
"beheaded",0,1
"behide",0,1
"behind",0,17
"behring",0,4
"bein",0,1
"being",0,3
"beings",0,7
"beleive",0,1
"belief",0,2
"beliefs",0,10
"believable",0,1
"believe",0,82
"believed",0,3
"believer",0,3
"believes",0,1
"believing",0,4
"belittle",0,1
"belittling",0,2
"bell",0,3
"belong",0,1
"belongs",0,1
"beloved",0,1
"beltway",0,8
"ben",0,1
"bend",0,1
"bender",0,1
"benefit",0,2
"benefits",0,2
"benig",0,1
"bening",0,1
"benjamin",0,1
"berserk",0,1
"beside",0,1
"besides",0,19
"beslan",0,3
"best",0,42
"bestoh",0,1
"bestworst",0,1
"bet",0,17
"better",0,89
"bettering",0,1
"betternnimagine",0,1
"between",0,1
"beveling",0,1
"beyond",0,8
"bias",0,2
"biased",0,6
"bible",0,20
"biblical",0,1
"bickering",0,1
"bieber",0,1
"big",0,40
"bigest",0,1
"bigger",0,13
"biggest",0,18
"bill",0,13
"billion",0,2
"billionaire",0,2
"billions",0,3
"bills",0,2
"bingo",0,2
"bios",0,1
"bipolar",0,2
"bird",0,3
"biritian",0,1
"birth",0,4
"birthday",0,10
"birthdays",0,1
"bit",0,20
"bitch",0,28
"bitchass",0,1
"bitched",0,1
"bitching",0,2
"bitchy",0,1
"bite",0,1
"bitlyaqbcqcproxl",0,1
"bitlyhzmbitpzhe",0,1
"bitlynviccdoukf",0,1
"bitlyqhjevcmcj",0,1
"bitlytrjzhkqbts",0,1
"bitlyuucjedvcbb",0,1
"bits",0,2
"bitter",0,3
"biz",0,1
"bjsgov",0,1
"blablabla",0,1
"black",0,49
"blackburn",0,1
"blacked",0,1
"blackericdenicenit",0,1
"blacks",0,9
"blacksburg",0,1
"blah",0,12
"blaim",0,1
"blaime",0,1
"blair",0,1
"blame",0,131
"blamed",0,12
"blameing",0,1
"blames",0,6
"blaming",0,33
"bland",0,1
"blane",0,1
"blank",0,3
"blanket",0,3
"blast",0,2
"blazing",0,1
"bleach",0,1
"bleak",0,1
"bless",0,7
"blew",0,1
"bliam",0,1
"blind",0,2
"block",0,2
"blog",0,1
"blogs",0,1
"bloke",0,1
"blomeboy",0,1
"blond",0,1
"blonde",0,1
"blood",0,9
"bloodbath",0,1
"bloodcrazed",0,1
"blooded",0,1
"bloodlust",0,2
"bloods",0,1
"bloody",0,7
"blow",0,8
"blowing",0,3
"blown",0,4
"blows",0,1
"blue",0,4
"blueprint",0,2
"blues",0,1
"blunt",0,3
"board",0,3
"bob",0,6
"bodies",0,1
"body",0,12
"bodycount",0,1
"bogdanovic",0,1
"bogglingâ",0,1
"boiled",0,1
"bold",0,1
"bolt",0,1
"bomb",0,11
"bombarded",0,1
"bombed",0,3
"bomber",0,1
"bomberman",0,1
"bombers",0,2
"bombing",0,4
"bombings",0,8
"bombs",0,16
"bond",0,1
"boner",0,1
"boo",0,1
"booblytrap",0,1
"book",0,7
"boom",0,1
"boomtown",0,1
"booohoo",0,1
"bootleg",0,1
"bootlegging",0,1
"bora",0,1
"border",0,3
"bordering",0,1
"borel",0,1
"boring",0,1
"born",0,15
"borrow",0,1
"boss",0,2
"boston",0,11
"both",0,6
"bother",0,9
"bothered",0,4
"bothers",0,2
"bottles",0,2
"bottom",0,3
"bought",0,12
"bound",0,1
"boundaries",0,1
"bourdin",0,1
"bourdinlike",0,1
"bout",0,1
"bow",0,4
"bowl",0,1
"bowling",0,4
"bows",0,1
"box",0,7
"boxcutters",0,1
"boxes",0,1
"boy",0,9
"boycotted",0,1
"boyd",0,1
"boys",0,4
"bra",0,1
"bracelet",0,1
"brag",0,1
"bragged",0,1
"brain",0,20
"braindead",0,1
"brainn",0,1
"brains",0,5
"braintumor",0,1
"brainwashed",0,4
"branch",0,2
"brand",0,2
"brandishing",0,1
"brat",0,4
"brave",0,1
"bravo",0,1
"brazil",0,1
"break",0,8
"breakfast",0,1
"breaking",0,5
"breaknboogie",0,1
"breaks",0,1
"breath",0,2
"breathing",0,1
"bred",0,1
"breeding",0,1
"breivik",0,8
"breiviks",0,1
"brengen",0,1
"brevik",0,2
"brian",0,2
"bribe",0,1
"bribed",0,1
"brick",0,1
"bright",0,3
"brilliant",0,3
"brim",0,1
"bring",0,21
"bringing",0,4
"brings",0,4
"brit",0,1
"britain",0,21
"britains",0,1
"britian",0,12
"britians",0,3
"british",0,24
"britishall",0,1
"britishamerican",0,1
"brits",0,2
"bro",0,14
"broadcasters",0,1
"broadly",0,1
"broke",0,3
"broken",0,5
"brooks",0,1
"brother",0,9
"brotherhood",0,1
"brothering",0,1
"brought",0,10
"brown",0,2
"browoloâ",0,1
"brush",0,1
"brushed",0,1
"brushing",0,1
"brutal",0,5
"bryant",0,2
"btch",0,1
"btw",0,11
"bubble",0,1
"bucks",0,1
"buddhism",0,1
"buddy",0,7
"budsnn",0,1
"buffet",0,1
"bugs",0,1
"buidlings",0,1
"build",0,2
"building",0,7
"builds",0,1
"built",0,4
"buisness",0,1
"bull",0,2
"bullet",0,14
"bulletin",0,1
"bulletnthat",0,1
"bullets",0,6
"bulletâ",0,1
"bullied",0,37
"bulliedmany",0,1
"bullies",0,17
"bullinginstead",0,1
"bullshit",0,28
"bullshitneurope",0,1
"bullshitnits",0,1
"bullshitnnand",0,1
"bullshitnthose",0,1
"bully",0,8
"bullyed",0,1
"bullying",0,32
"bullyingwell",0,1
"bullys",0,3
"bunch",0,10
"bundle",0,1
"bunk",0,1
"bureau",0,1
"burger",0,1
"burglar",0,1
"burke",0,1
"burn",0,2
"burned",0,1
"burning",0,2
"burns",0,2
"burroughs",0,2
"burst",0,4
"bursts",0,1
"burundi",0,1
"bury",0,1
"bus",0,4
"bush",0,4
"business",0,4
"busy",0,2
"but",0,109
"butchered",0,1
"buts",0,1
"butthurt",0,3
"buttons",0,1
"buy",0,64
"buyers",0,1
"buying",0,6
"buys",0,1
"buysell",0,1
"bye",0,1
"byou",0,1
"bystander",0,1
"cabinet",0,1
"caborca",0,1
"cafeteria",0,3
"cafiteria",0,1
"cake",0,1
"cal",0,1
"caliber",0,1
"calif",0,1
"california",0,4
"californialol",0,1
"californias",0,2
"call",0,51
"called",0,42
"calling",0,9
"calls",0,3
"calm",0,10
"camara",0,1
"camber",0,2
"cambrian",0,1
"came",0,30
"camera",0,5
"cameras",0,2
"camp",0,10
"campaign",0,1
"camping",0,1
"camps",0,14
"campsnnpopularmechanicsdotcomtechnologymilitarynews",0,1
"campus",0,2
"canada",0,44
"canadas",0,2
"canadian",0,5
"canadians",0,2
"canadiansn",0,1
"canaduh",0,1
"cancer",0,1
"candy",0,2
"cant",0,60
"canyouuseitinasentence",0,1
"canâ",0,1
"caos",0,1
"capability",0,1
"capable",0,7
"capacity",0,8
"capita",0,6
"capitalism",0,1
"capitalist",0,1
"capitalize",0,1
"capitanus",0,1
"capitol",0,2
"capone",0,1
"capons",0,1
"captured",0,5
"car",0,21
"carcano",0,1
"card",0,1
"care",0,58
"carebear",0,1
"cared",0,3
"career",0,1
"careful",0,3
"carefully",0,1
"careless",0,1
"cares",0,6
"carm",0,2
"carnage",0,1
"carolla",0,1
"carried",0,6
"carries",0,4
"carrot",0,1
"carry",0,68
"carrying",0,13
"carryjames",0,1
"carrythis",0,1
"cars",0,16
"carta",0,1
"cartel",0,1
"cartels",0,3
"cartoon",0,1
"cartoons",0,1
"cas",0,1
"case",0,34
"cases",0,18
"cash",0,2
"caskets",0,1
"casm",0,1
"cast",0,1
"casting",0,1
"castrodictator",0,1
"casually",0,1
"casualties",0,7
"casualtiesthats",0,1
"casualty",0,2
"cat",0,3
"catalan",0,1
"catch",0,5
"category",0,1
"catholic",0,1
"catrina",0,1
"caucasian",0,1
"caucasians",0,1
"caught",0,8
"cause",0,86
"caused",0,21
"causes",0,13
"causing",0,9
"cave",0,2
"cbfd",0,1
"cctv",0,1
"ccw",0,2
"ccws",0,1
"cease",0,2
"celebrities",0,2
"celebrity",0,1
"celebritys",0,1
"cell",0,3
"census",0,1
"cent",0,2
"center",0,5
"centers",0,1
"centnnexplain",0,1
"central",0,1
"centres",0,2
"cents",0,1
"century",0,10
"certain",0,14
"certainly",0,7
"chage",0,1
"chain",0,2
"chainsaw",0,1
"chair",0,1
"challenge",0,8
"challengenwhich",0,1
"chan",0,1
"chance",0,12
"chances",0,7
"change",0,60
"changealter",0,1
"changed",0,13
"changennobama",0,1
"changes",0,5
"changing",0,2
"channel",0,12
"channels",0,2
"chaos",0,7
"chaotic",0,1
"chaous",0,1
"character",0,1
"characters",0,1
"chardon",0,1
"charge",0,1
"charles",0,8
"charlie",0,2
"charming",0,1
"chasm",0,1
"chavs",0,2
"chciken",0,1
"cheak",0,1
"cheap",0,4
"cheapens",0,1
"cheaper",0,2
"chechen",0,1
"chechnyan",0,1
"check",0,29
"checked",0,8
"checking",0,1
"checknnot",0,1
"checkpoints",0,1
"checks",0,17
"cheeks",0,1
"cheer",0,1
"cheers",0,1
"cheese",0,1
"cheezebowl",0,2
"chemical",0,1
"chemicals",0,1
"chemistry",0,1
"cheney",0,1
"chenâ",0,2
"cherrypicking",0,1
"chest",0,1
"chicago",0,17
"chicken",0,65
"chickened",0,1
"chickennuggets",0,1
"chieframbo",0,1
"child",0,21
"childhood",0,2
"childish",0,2
"children",0,43
"childrens",0,3
"childs",0,1
"chile",0,1
"chill",0,2
"chills",0,2
"chillsn",0,1
"chilren",0,1
"chimpanzees",0,1
"chin",0,1
"china",0,12
"chinese",0,1
"chip",0,1
"cho",0,3
"choas",0,1
"choice",0,16
"choices",0,1
"choke",0,1
"choose",0,11
"chooses",0,2
"choosing",0,1
"chop",0,2
"chose",0,7
"chosen",0,2
"chris",0,2
"christ",0,4
"christain",0,1
"christian",0,9
"christianity",0,2
"christians",0,9
"christiansnnnicenn",0,1
"christmas",0,2
"christopher",0,2
"christyhwhnnread",0,1
"chruch",0,1
"chubby",0,2
"chuck",0,2
"chuckle",0,1
"chunk",0,1
"church",0,3
"cia",0,1
"cider",0,1
"cigarettes",0,2
"cinema",0,2
"circled",0,1
"circles",0,2
"circumstances",0,1
"cite",0,1
"cites",0,1
"cities",0,14
"citiesnnread",0,1
"citiesnntoronto",0,1
"citizen",0,22
"citizens",0,66
"citizenship",0,4
"citizenshipi",0,1
"citizensn",0,2
"citizensnand",0,1
"citizins",0,1
"city",0,17
"citys",0,3
"civil",0,10
"civilian",0,10
"civilians",0,30
"civilised",0,1
"civilization",0,1
"claim",0,8
"claimed",0,3
"claiming",0,4
"claims",0,4
"clam",0,1
"clap",0,6
"clapnngo",0,1
"claps",0,1
"clarify",0,1
"class",0,13
"classes",0,3
"classic",0,3
"classicfihdni",0,1
"classmates",0,4
"classmatesni",0,1
"classroom",0,3
"clause",0,1
"clauses",0,1
"clay",0,1
"clean",0,3
"cleansing",0,1
"cleansings",0,1
"clear",0,8
"clearly",0,33
"clementi",0,1
"clever",0,1
"clichã©d",0,1
"click",0,5
"clicked",0,8
"clinton",0,3
"clip",0,10
"clips",0,3
"clock",0,2
"close",0,16
"closed",0,2
"closeguns",0,1
"closely",0,1
"closennmaybe",0,1
"closet",0,2
"closing",0,2
"clothing",0,1
"clouds",0,1
"clown",0,2
"clowns",0,1
"club",0,3
"clubs",0,3
"clue",0,7
"clueless",0,1
"clues",0,1
"clumsy",0,1
"cman",0,1
"cmon",0,2
"cmonnshut",0,1
"cnn",0,7
"coats",0,1
"cobain",0,1
"cocaine",0,1
"cock",0,2
"cocked",0,1
"cocky",0,1
"cod",0,7
"code",0,1
"codzomzâ",0,1
"cognitive",0,1
"coin",0,1
"coincidence",0,4
"coincidince",0,1
"coined",0,1
"coke",0,1
"cold",0,7
"colgate",0,1
"colimbine",0,1
"coliseums",0,1
"collaberated",0,1
"collapse",0,2
"collapsed",0,1
"collateral",0,2
"collected",0,1
"collecting",0,1
"collective",0,1
"college",0,7
"collin",0,1
"collumbine",0,1
"colombian",0,1
"colombine",0,6
"colombines",0,1
"colonel",0,1
"colonial",0,1
"colonies",0,1
"colonists",0,1
"colony",0,1
"color",0,6
"colorado",0,24
"coloradonhopefully",0,1
"colors",0,1
"colossal",0,1
"coloumbine",0,1
"colour",0,1
"colt",0,3
"columbian",0,1
"columbine",0,135
"columbinenni",0,1
"columbines",0,1
"columbus",0,1
"com",0,3
"comanting",0,1
"combat",0,2
"combination",0,1
"combine",0,2
"combined",0,11
"combinednnfyi",0,1
"come",0,65
"comeback",0,1
"comed",0,1
"comedic",0,2
"coments",0,1
"comes",0,28
"comfortable",0,3
"comfortably",0,2
"comics",0,1
"coming",0,20
"comingnin",0,1
"comited",0,1
"comitee",0,1
"comlumbine",0,1
"command",0,1
"commando",0,1
"commands",0,1
"comment",0,75
"commentator",0,1
"commented",0,1
"commentn",0,3
"comments",0,20
"commentsnaahaha",0,1
"commentâ",0,1
"commerce",0,1
"commercial",0,1
"commercials",0,1
"commie",0,2
"commissarkozlovnmy",0,1
"commit",0,23
"commited",0,6
"commiting",0,3
"commits",0,1
"committ",0,1
"committed",0,18
"committing",0,7
"common",0,23
"commonly",0,1
"commonwealth",0,2
"commotion",0,1
"communicate",0,1
"communication",0,1
"communism",0,3
"communist",0,3
"communities",0,3
"community",0,3
"comnncare",0,1
"comp",0,2
"company",0,3
"comparable",0,1
"comparative",0,1
"compare",0,17
"compared",0,20
"comparing",0,6
"comparision",0,1
"comparison",0,6
"compassion",0,3
"compassionate",0,1
"compelled",0,1
"compensate",0,1
"compensated",0,1
"compete",0,1
"competence",0,2
"competes",0,1
"competition",0,5
"compilationmovie",0,1
"compile",0,2
"complain",0,4
"complaining",0,2
"complete",0,17
"completed",0,1
"completely",0,32
"completly",0,2
"complex",0,1
"complexpsychopath",0,1
"complicated",0,1
"complicates",0,1
"composed",0,1
"comprehend",0,2
"comprehension",0,1
"compton",0,1
"compulsory",0,1
"computer",0,7
"conceal",0,4
"concealables",0,1
"concealed",0,25
"concealedcarry",0,1
"concentrate",0,1
"concentration",0,4
"concept",0,5
"concern",0,3
"concerned",0,6
"concerts",0,1
"concider",0,1
"conclude",0,1
"conclusion",0,3
"condescending",0,2
"condition",0,3
"condolences",0,2
"condolencesâ",0,1
"condone",0,1
"conduct",0,1
"conducted",0,1
"conducting",0,1
"conetticuttn",0,1
"confederacy",0,2
"conference",0,2
"confession",0,1
"confetti",0,1
"confident",0,1
"confinement",0,1
"confirmed",0,5
"confiscate",0,1
"confiscation",0,1
"conflict",0,5
"conformity",0,1
"confrontations",0,1
"confused",0,1
"congrats",0,2
