"","1","2"
"ahahðufu¸ðufu¸ðufu¸ðufu¸ðufu¿ðufu¿ðufu¿",0,1
"ahead",0,6
"ahh",0,3
"ahhahahahahahahahahahahhahanthen",0,1
"ahhh",0,1
"ahhhh",0,1
"ahhhhhh",0,1
"ahhhhhhnme",0,1
"ahhhhhhnnfriend",0,1
"ahs",0,1
"aidan",0,1
"aiden",0,1
"aids",0,1
"aight",0,1
"aikido",0,1
"aim",0,12
"aiming",0,2
"aims",0,1
"ain",0,1
"aint",0,39
"ainâuut",0,1
"air",0,8
"airsoft",0,7
"aisle",0,1
"aka",0,5
"akbar",0,2
"akimbo",0,1
"akrevolver",0,1
"aks",0,1
"akuma",0,1
"alabama",0,1
"alahacbar",0,1
"alam",0,1
"alarm",0,49
"alarmed",0,2
"alarmist",0,1
"alarmnme",0,1
"alarmnnliterally",0,1
"alarms",0,5
"alaska",0,1
"albert",0,1
"albertsons",0,1
"aldean",0,1
"alert",0,8
"alerting",0,1
"alerts",0,1
"alessandra",0,1
"alex",0,1
"alextheyoutuber",0,1
"algebra",0,2
"alice",0,16
"aliecat",0,1
"alisha",0,2
"alive",0,23
"aliveðufu¢ðufu­ðufu­ðufu­ðufu­",0,1
"all",0,153
"allah",0,1
"alldaeeverydae",0,2
"alleged",0,1
"alll",0,1
"allllllll",0,1
"allot",0,1
"allow",0,8
"allowed",0,29
"allowednme",0,1
"allowing",0,5
"allows",0,8
"allpathsleadtosingularity",0,1
"alls",0,1
"allu",0,1
"almost",0,80
"alone",0,11
"alonenmexican",0,1
"alonenwhite",0,1
"along",0,7
"alot",0,20
"aloud",0,6
"already",0,42
"alright",0,6
"also",0,138
"alternative",0,1
"although",0,7
"alukabah",0,1
"aluna",0,1
"alwase",0,1
"always",0,119
"alwes",0,1
"alyssa",0,1
"amagin",0,1
"amanda",0,1
"amateur",0,1
"amateurs",0,1
"amazing",0,16
"amazingly",0,1
"amber",0,1
"ambulance",0,9
"ambulances",0,2
"ambush",0,8
"amd",0,2
"ameericaaaa",0,1
"amen",0,2
"amendable",0,1
"amendment",0,16
"america",0,144
"americaamerica",0,1
"american",0,42
"americannget",0,1
"americannnyour",0,1
"americanntwo",0,1
"americans",0,38
"americansni",0,1
"americas",0,3
"americaâ",0,1
"ami",0,1
"amir",0,2
"amissnnalso",0,1
"ammo",0,6
"ammunition",0,3
"amoklã¤ufen",0,1
"among",0,1
"amount",0,3
"amour",0,1
"amp",0,1
"ampm",0,1
"amurica",0,1
"amy",0,4
"anamolies",0,1
"anatomy",0,1
"anauncement",0,1
"anccoument",0,1
"and",0,261
"andersons",0,1
"andre",0,1
"andrea",0,1
"andrew",0,2
"andries",0,1
"andâ",0,1
"anemone",0,1
"anf",0,1
"anfbanging",0,1
"angels",0,1
"anger",0,7
"angers",0,1
"angie",0,1
"angle",0,4
"angry",0,8
"animal",0,6
"animals",0,8
"anime",0,12
"ank",0,1
"ankara",0,2
"ankle",0,6
"ankles",0,3
"anna",0,1
"annagrace",0,1
"annbut",0,1
"anne",0,1
"annouces",0,1
"announce",0,11
"announced",0,15
"announcement",0,16
"announcements",0,5
"announcer",0,3
"announces",0,1
"announcing",0,6
"announcment",0,1
"annoy",0,1
"annoyed",0,3
"annoying",0,13
"annoyingness",0,1
"annual",0,1
"anocment",0,1
"anomaly",0,1
"anonymous",0,2
"anonymously",0,1
"another",0,79
"anounce",0,2
"ans",0,2
"answer",0,9
"answered",0,1
"answers",0,1
"ant",0,3
"anther",0,1
"anti",0,2
"antibullying",0,1
"antifeminist",0,1
"antigun",0,4
"antitrump",0,1
"antonia",0,2
"antonio",0,1
"antonius",0,1
"ants",0,1
"anxiety",0,15
"anxietypanic",0,1
"anxious",0,2
"any",0,10
"anybody",0,15
"anymore",0,23
"anyone",0,90
"anyones",0,2
"anything",0,118
"anythingcriminals",0,1
"anythingthats",0,1
"anytime",0,5
"anyway",0,17
"anywaynpotential",0,1
"anyways",0,13
"anywhere",0,7
"apart",0,6
"apartment",0,1
"ape",0,1
"aple",0,1
"apocalypse",0,2
"apologised",0,1
"apologized",0,3
"apology",0,1
"appalling",0,1
"apparent",0,1
"apparently",0,15
"appeal",0,1
"appeared",0,1
"appetite",0,1
"appledash",0,1
"applies",0,1
"apply",0,1
"appreand",0,1
"appreciate",0,2
"apprehend",0,3
"approach",0,3
"approaches",0,1
"approaching",0,1
"appropriate",0,3
"approve",0,3
"approves",0,1
"approx",0,1
"april",0,3
"aquã­",0,1
"are",0,46
"area",0,30
"areanguy",0,1
"areas",0,2
"arent",0,8
"arenâuut",0,2
"areola",0,1
"arested",0,1
"argue",0,2
"argued",0,1
"arguing",0,4
"argument",0,4
"arguments",0,1
"aribicnt",0,1
"arizona",0,1
"ark",0,1
"arm",0,60
"armed",0,35
"armednndifferent",0,1
"arming",0,3
"armor",0,1
"armour",0,2
"arms",0,14
"army",0,8
"arnhem",0,1
"arnt",0,3
"around",0,153
"aroundnpunches",0,1
"arrest",0,2
"arrested",0,11
"arrestedput",0,1
"arrival",0,1
"arrive",0,6
"arrived",0,3
"arrives",0,3
"arriving",0,2
"arrogant",0,1
"arrow",0,1
"arrows",0,2
"ars",0,1
"arse",0,1
"art",0,5
"arthur",0,2
"artnpumped",0,1
"arts",0,7
"asa",0,1
"asasins",0,1
"asdf",0,1
"asf",0,2
"ashamed",0,1
"asher",0,1
"asian",0,3
"aside",0,2
"asif",0,1
"ask",0,15
"asked",0,26
"asking",0,15
"asks",0,1
"asleep",0,3
"ass",0,107
"assailant",0,1
"assasin",0,1
"assassin",0,1
"assault",0,6
"assemble",0,1
"assembly",0,4
"asses",0,4
"assess",0,1
"assessed",0,1
"assessing",0,1
"asshole",0,6
"assholes",0,4
"assigned",0,3
"assignment",0,1
"assinged",0,1
"assistant",0,2
"assistantnshooter",0,1
"assload",0,1
"associated",0,1
"associates",0,1
"association",0,1
"associations",0,1
"assume",0,5
"assuming",0,2
"assumptions",0,1
"assure",0,1
"asswipe",0,1
"asthma",0,3
"asthmatic",0,1
"astounding",0,1
"aswel",0,1
"aswell",0,1
"atack",0,1
"ate",0,5
"athletes",0,1
"athletic",0,2
"atick",0,1
"atiradores",0,1
"atleast",0,16
"atmosphere",0,1
"atrocity",0,1
"atta",0,1
"attach",0,2
"attached",0,2
"attack",0,106
"attacked",0,7
"attackednduh",0,1
"attacker",0,21
"attackes",0,1
"attacking",0,10
"attacknliterally",0,1
"attacks",0,15
"attacksmare",0,1
"attacksn",0,1
"attanowhere",0,1
"attecks",0,1
"attempt",0,7
"attempting",0,1
"attemption",0,1
"attempts",0,2
"attend",0,1
"attended",0,1
"attending",0,1
"attention",0,16
"attract",0,1
"attracted",0,1
"auctally",0,1
"auctually",0,1
"audacial",0,1
"audi",0,3
"audio",0,3
"auditorium",0,1
"aunt",0,2
"auntie",0,1
"aurora",0,4
"aus",0,1
"austin",0,1
"austinn",0,1
"austintwo",0,1
"australia",0,26
"australian",0,4
"austria",0,1
"author",0,1
"authorizationnnshooter",0,1
"authur",0,1
"autism",0,2
"autistic",0,6
"auto",0,4
"automatic",0,10
"automatically",0,6
"auugahahegs",0,1
"ava",0,3
"avage",0,1
"availability",0,1
"available",0,2
"availibility",0,1
"avarage",0,1
"average",0,5
"aviation",0,1
"avivte",0,1
"avoid",0,11
"avoided",0,1
"avoiding",0,1
"avoids",0,1
"awake",0,1
"award",0,3
"awarded",0,2
"aware",0,7
"away",0,132
"awaynclass",0,1
"awayni",0,1
"awesome",0,12
"awesomenas",0,1
"awesometakedownpng",0,1
"awesomeðufuudðufuf»âud¤ï¸uf",0,1
"awful",0,4
"awhile",0,1
"awkward",0,7
"awkwardly",0,1
"awlays",0,1
"awsome",0,1
"awww",0,3
"axe",0,3
"axes",0,2
"aye",0,3
"ayeyo",0,1
"ayy",0,3
"ayyy",0,1
"ayyyyyynshooter",0,1
"ayyyyyyy",0,1
"azabpgamingyt",0,2
"azerburgers",0,1
"aztec",0,1
"baa",0,1
"babe",0,1
"babies",0,4
"baby",0,4
"babying",0,1
"bachelors",0,1
"back",0,239
"backback",0,1
"backdont",0,1
"backfire",0,2
"background",0,10
"backkkâu¢",0,1
"backpack",0,23
"backpacknclass",0,1
"backpacks",0,7
"backround",0,2
"backs",0,1
"backstab",0,1
"backup",0,5
"backward",0,2
"backwards",0,4
"backyard",0,1
"backðufuµðufuua",0,1
"bacon",0,2
"baconlover",0,2
"bad",0,123
"badass",0,10
"badcoolguy",0,1
"badge",0,1
"badgerboi",0,3
"badly",0,3
"badnends",0,1
"badzionist",0,1
"bae",0,1
"bag",0,22
"bagnme",0,1
"bagnwhy",0,1
"bags",0,7
"bailey",0,2
"bait",0,2
"balacera",0,1
"balaceras",0,1
"balances",0,1
"balisong",0,1
"ball",0,25
"baller",0,1
"balling",0,1
"balloon",0,1
"balloons",0,1
"balls",0,130
"ballsboobs",0,1
"ballsget",0,1
"ballsn",0,1
"ballsnnme",0,1
"ballsnnot",0,1
"ballsthrow",0,1
"ballsðufuucðufuucðufuucðufuucðufuucðufuucðufuucðufuucðufuucðufuudðufuudðufuudðufuudðufuudðufuudsuck",0,1
"ballz",0,1
"bam",0,9
"ban",0,47
"banana",0,2
"bananaphonebanana",0,1
"band",0,12
"bands",0,1
"bang",0,19
"banged",0,6
"banging",0,14
"bangnme",0,1
"bangs",0,6
"bank",0,7
"banned",0,13
"banning",0,7
"bans",0,1
"banzai",0,1
"bapist",0,1
"bar",0,4
"baracade",0,4
"baracaded",0,1
"baracades",0,1
"barbaro",0,1
"barbed",0,1
"barber",0,1
"barcode",0,1
"barely",0,7
"barged",0,1
"barges",0,3
"baricade",0,2
"barking",0,1
"barley",0,1
"barnett",0,1
"barns",0,1
"barracade",0,1
"barrakade",0,1
"barrel",0,6
"barreled",0,1
"barricade",0,47
"barricaded",0,4
"barricades",0,2
"barricadesnif",0,1
"barricading",0,8
"barrier",0,3
"barrkad",0,1
"bars",0,4
"base",0,7
"baseball",0,22
"based",0,5
"basement",0,2
"bash",0,6
"bashing",0,1
"basic",0,5
"basically",0,39
"basics",0,1
"basis",0,1
"basket",0,1
"basketball",0,3
"basketballs",0,1
"bass",0,1
"bastards",0,5
"bat",0,32
"batchelor",0,1
"bath",0,2
"bathroom",0,85
"bathroomnteacher",0,1
"bathroomnthe",0,1
"bathrooms",0,4
"bathroomscariest",0,1
"batman",0,1
"batni",0,1
"baton",0,1
"batons",0,1
"bats",0,7
"batsso",0,1
"battagliaâuud",0,1
"battle",0,1
"battlefield",0,1
"battlengo",0,1
"battles",0,1
"battlesðufuu",0,1
"baw",0,1
"bawling",0,1
"bay",0,2
"bbbbhbshbvhdjkdmdnfjsodbdjhfjdhgj",0,1
"bbygrl",0,1
"bch",0,1
"bcoz",0,1
"beable",0,1
"beakers",0,1
"beams",0,2
"bean",0,2
"beanbag",0,2
"bear",0,8
"beardnhow",0,1
"beards",0,1
"bearer",0,1
"bears",0,2
"beast",0,2
"beat",0,28
"beaten",0,2
"beating",0,9
"beatnyeah",0,1
"beattie",0,1
"beautiful",0,4
"bebe",0,1
"beby",0,1
"bec",0,1
"became",0,5
"because",0,31
"beck",0,1
"become",0,15
"becomes",0,3
"becoming",0,5
"becuas",0,1
"becuase",0,5
"becuse",0,1
"bed",0,4
"bedroom",0,1
"bedrooms",0,1
"bee",0,2
"beebo",0,2
"beeep",0,2
"beeeplockdown",0,1
"beef",0,1
"been",0,6
"beep",0,1
"beeping",0,5
"beeps",0,1
"beer",0,2
"bees",0,1
"before",0,7
"beforehand",0,4
"befriend",0,1
"began",0,1
"begging",0,5
"beggining",0,4
"begin",0,6
"beginning",0,10
"begun",0,1
"behaved",0,1
"behavior",0,3
"behiend",0,1
"behind",0,176
"behindnafter",0,1
"behing",0,1
"being",0,6
"beings",0,1
"bejeezus",0,1
"bekahboo",0,1
"bel",0,1
"beleive",0,2
"believe",0,46
"believed",0,1
"believers",0,2
"believes",0,1
"believing",0,2
"belive",0,1
"bell",0,18
"bella",0,2
"bells",0,2
"belt",0,7
"belts",0,2
"beltway",0,1
"ben",0,3
"bend",0,1
"beneficial",0,1
"benefit",0,1
"benefited",0,1
"beng",0,1
"bennies",0,1
"beracading",0,1
"bernadine",0,1
"bernardinooregon",0,1
"berrendo",0,1
"berry",0,1
"berserk",0,1
"beside",0,6
"besides",0,8
"best",0,64
"besta",0,1
"bestie",0,1
"bet",0,15
"beta",0,2
"betrayals",0,1
"bets",0,1
"betta",0,1
"better",0,310
"beyond",0,1
"beâ",0,1
"bff",0,2
"bffs",0,3
"biased",0,2
"bible",0,1
"bibleneat",0,1
"bich",0,2
"bicycle",0,1
"bid",0,1
"big",0,45
"bigeviltoast",0,1
"bigger",0,10
"biggest",0,14
"bihhh",0,1
"biker",0,1
"bill",0,6
"billions",0,1
"bills",0,1
"billy",0,4
"bin",0,7
"binder",0,1
"binders",0,3
"binge",0,1
"binghamton",0,1
"binladin",0,1
"bio",0,1
"biology",0,1
"bird",0,1
"birds",0,2
"birthday",0,10
"birthdays",0,1
"bish",0,3
"bit",0,23
"bitch",0,78
"bitchen",0,1
"bitches",0,10
"bitchiesnother",0,1
"bitching",0,1
"bitchnnnnfight",0,1
"bitchs",0,1
"bitchðufuu",0,1
"bite",0,24
"bites",0,2
"biting",0,4
"bitnnot",0,1
"bitnteacher",0,1
"bitten",0,2
"bitting",0,2
"bix",0,1
"bizarre",0,2
"blablah",0,2
"black",0,40
"blacks",0,3
"blacksburg",0,1
"blacksnthe",0,1
"bladder",0,1
"blades",0,1
"blah",0,4
"blahnnnnbut",0,1
"blame",0,12
"blamed",0,12
"blaming",0,5
"blane",0,1
"blank",0,5
"blanket",0,1
"blanks",0,5
"blare",0,2
"blaring",0,1
"blast",0,6
"blasting",0,1
"blaze",0,1
"bleach",0,7
"bleached",0,2
"bleachers",0,3
"bleed",0,5
"bleeding",0,3
"blended",0,1
"bless",0,6
"blessed",0,2
"bleve",0,1
"blew",0,2
"blind",0,14
"blindly",0,1
"blinds",0,44
"blindsn",0,1
"blindsnwe",0,1
"block",0,31
"blockade",0,1
"blocked",0,3
"blocker",0,1
"blocking",0,3
"blocks",0,8
"blonde",0,1
"blood",0,27
"blooded",0,2
"bloodier",0,1
"bloodnschool",0,1
"bloodthirstypikachu",0,1
"bloody",0,6
"blow",0,17
"blowing",0,1
"blown",0,1
"blowpop",0,1
"blows",0,1
"blue",0,6
"bluff",0,1
"blunt",0,2
"blurry",0,1
"blushingnnme",0,1
"bmw",0,1
"boam",0,1
"board",0,6
"boarded",0,1
"boarding",0,1
"boards",0,1
"boat",0,1
"bobcat",0,1
"boces",0,1
"bodied",0,1
"bodies",0,11
"body",0,15
"bodys",0,1
"bodyâuus",0,1
"boi",0,14
"boii",0,2
"boiiii",0,1
"boiiiiiiii",0,1
"boiiiiiiiii",0,1
"boiiiiiiiiiiii",0,1
"boiis",0,1
"boin",0,1
"bois",0,1
"bold",0,2
"bolls",0,1
"bollz",0,1
"bolt",0,9
"bolted",0,2
"bolting",0,1
"bomb",0,68
"bombers",0,1
"bombing",0,1
"bombings",0,3
"bombs",0,16
"bombsn",0,1
"bombthreat",0,1
"bombthreats",0,1
"bon",0,1
"bone",0,3
"boneless",0,1
"bonethruster",0,1
"bonus",0,1
"boo",0,1
"boobs",0,2
"booby",0,1
"book",0,38
"bookcase",0,1
"booked",0,2
"booking",0,2
"booknnme",0,1
"books",0,34
"bookshelf",0,2
"bookshelfs",0,1
"bookâuudnnteacherjenna",0,1
"boom",0,13
"boomed",0,1
"boooom",0,1
"booooooooooom",0,1
"booooring",0,1
"boot",0,1
"border",0,1
"bored",0,4
"boredom",0,1
"boring",0,9
"borkdrive",0,2
"born",0,6
"boss",0,7
"bossbot",0,1
"boston",0,2
"botch",0,1
"both",0,3
"bother",0,3
"bothered",0,1
"bothers",0,1
"bottle",0,6
"bottled",0,1
"bottledgym",0,1
"bottom",0,6
"bou",0,1
"bought",0,3
"boulderzapp",0,1
"bouncer",0,1
"bouncy",0,1
"bout",0,13
"bouta",0,1
"bow",0,1
"bowling",0,3
"bows",0,1
"box",0,10
"boxes",0,2
"boxing",0,2
"boy",0,25
"boyfriend",0,4
"boys",0,27
"boyâuud",0,1
"braces",0,1
"brag",0,1
"braidy",0,1
"brain",0,6
"brainless",0,1
"brains",0,6
"brainwashed",0,1
"brainwashing",0,1
"brake",0,2
"brakes",0,1
"brand",0,1
"brang",0,1
"brass",0,3
"brat",0,2
"bratty",0,1
"brave",0,7
"bravery",0,1
"bravo",0,3
"brawling",0,1
"brazil",0,2
"breaches",0,1
"break",0,71
"breaker",0,1
"breakfast",0,1
"breaking",0,17
"breaks",0,12
"breath",0,6
"breathe",0,1
"breathing",0,3
"breaving",0,1
"breed",0,1
"breeders",0,2
"breeding",0,1
"breh",0,1
"brenko",0,1
"brick",0,4
"bricks",0,2
"bridgette",0,1
"briefcase",0,1
"bright",0,2
"brilliant",0,2
"bring",0,51
"bringing",0,13
"brings",0,6
"brit",0,1
"britain",0,8
"britainnnnnnlockdown",0,1
"britan",0,1
"british",0,7
"brits",0,2
"bro",0,27
"brock",0,1
"broke",0,29
"broken",0,8
"brooklyn",0,1
"brooks",0,1
"brother",0,15
"brothers",0,3
"brought",0,19
"brown",0,3
"brownies",0,2
"browsed",0,1
"bru",0,1
"bruce",0,1
"bruh",0,32
"bruhi",0,1
"bruins",0,1
"brunette",0,4
"brush",0,2
"brussels",0,1
"brutal",0,1
"brutality",0,1
"brutally",0,1
"bruuuhhhh",0,1
"brw",0,1
"bryan",0,1
"bsfactor",0,1
"bstab",0,1
"btch",0,2
"bts",0,1
"btw",0,14
"buba",0,2
"bubble",0,1
"bublling",0,1
"buckel",0,1
"bucket",0,3
"buckshot",0,1
"buddy",0,1
"bugatti",0,1
"buh",0,1
"build",0,6
"builder",0,1
"building",0,75
"buildingni",0,1
"buildings",0,5
"buildingsince",0,1
"buildingðufuuðufuuðufuu",0,1
"built",0,3
"bulding",0,1
"bulit",0,1
"bull",0,7
"bullcrap",0,1
"bullet",0,50
"bulletnall",0,13
"bulletndaddy",0,2
"bulletnnall",0,2
"bulletnndaddy",0,1
"bulletproof",0,2
"bullets",0,13
"bulletshoots",0,1
"bullie",0,2
"bullied",0,13
"bullies",0,7
"bulllllshit",0,1
"bulllllshitnschool",0,1
"bullshit",0,20
"bullshitting",0,2
"bullturd",0,1
"bully",0,9
"bullying",0,20
"bump",0,2
"bumped",0,2
"bunch",0,32
"bundling",0,1
"bundy",0,1
"bungee",0,1
"bungus",0,1
"bunker",0,1
"bunkers",0,1
"bunny",0,2
"bunschool",0,1
"bunsen",0,1
"burden",0,1
"burger",0,2
"burkitt",0,1
"burn",0,11
"burner",0,1
"burning",0,2
"burnings",0,1
"burnt",0,2
"burst",0,3
"bursts",0,1
"burt",0,1
"bury",0,1
"burying",0,1
"bus",0,10
"buses",0,3
"bush",0,4
"bushes",0,2
"business",0,4
"bust",0,10
"bustard",0,1
"busted",0,2
"bustin",0,1
"busting",0,1
"busy",0,4
"but",0,136
"butdialed",0,1
"butt",0,8
"butter",0,1
"butterfly",0,1
"butthurtnnso",0,1
"button",0,10
"buttons",0,1
"butts",0,2
"buttttttt",0,1
"buttâuud",0,1
"buuuttt",0,1
"buy",0,11
"buying",0,1
"buzzer",0,1
"buzzing",0,1
"bye",0,12
"byyyeee",0,1
"bã¶gel",0,1
"caant",0,1
"cabinet",0,12
"cabinets",0,8
"cafe",0,2
"cafeteria",0,13
"cafteria",0,1
"cafã©",0,1
"cage",0,1
"cake",0,1
"cakes",0,1
"cal",0,2
"calculators",0,4
"calebine",0,1
"calendar",0,1
"calendarplanner",0,1
"calender",0,1
"caliber",0,1
"calibers",0,1
"california",0,5
"californianedit",0,1
"call",0,69
"calle",0,1
"called",0,56
"calling",0,11
"callmeswaq",0,1
"callnni",0,1
"calls",0,5
"calm",0,22
"calmed",0,1
"calmly",0,6
"calmlynffs",0,1
"cam",0,1
"came",0,153
"camel",0,1
"camera",0,15
"cameramanðufuuðufuuðufuu",0,1
"cameras",0,5
"camerathe",0,1
"cameraðufuuðufuuðufuuðufuu",0,1
"cameron",0,1
"camila",0,1
"cammo",0,1
"camnets",0,1
"camo",0,2
"camouflage",0,1
"campaign",0,2
"campas",0,1
"campers",0,1
"camping",0,3
"campos",0,1
"campus",0,19
"campuses",0,1
"campusnme",0,2
"campusnteacher",0,1
"canada",0,31
"canadiaan",0,1
"canadian",0,3
"canadians",0,1
"canceled",0,2
"cancelled",0,2
"cancer",0,3
"cancerous",0,1
"canda",0,1
"candidates",0,1
"candies",0,2
"candy",0,4
"cane",0,1
"canister",0,1
"canned",0,1
"cannnnwhat",0,1
"cannon",0,1
"cans",0,2
"cant",0,37
"canâuut",0,7
"cap",0,3
"capable",0,2
"capes",0,1
"capguns",0,1
"capitalising",0,1
"caps",0,2
"capstone",0,1
"captured",0,1
"capus",0,1
"car",0,16
"carbonated",0,1
"carcasses",0,1
"cards",0,3
"care",0,31
"cared",0,1
"career",0,2
"careful",0,3
"cares",0,7
"caring",0,1
"carla",0,1
"carlos",0,3
"carol",0,2
"carolina",0,1
"carpender",0,1
"carpenter",0,6
"carpenterni",0,1
"carrey",0,1
"carried",0,6
"carries",0,3
"carry",0,44
"carrying",0,4
"cars",0,23
"carshi",0,1
"cart",0,3
"carta",0,1
"carve",0,1
"carver",0,1
"carving",0,1
"case",0,44
"casenand",0,1
"casenguy",0,1
"casennext",0,1
"caseof",0,1
"cases",0,4
"casesfalque",0,1
"casey",0,1
"caseâuud",0,1
"cash",0,6
"cashier",0,1
"cashlyn",0,2
"cassie",0,1
"caster",0,1
"castrated",0,1
"casual",0,1
"casualties",0,1
"cat",0,4
"catalick",0,1
"catch",0,8
"catched",0,1
"catches",0,1
"catching",0,2
"catholic",0,1
"cats",0,4
"caucasians",0,1
"caufield",0,1
"caught",0,14
"cauld",0,1
"causal",0,1
"cause",0,88
"caused",0,6
"causes",0,2
"causing",0,6
"cave",0,1
"caved",0,1
"cclamps",0,1
"ccw",0,1
"ccws",0,1
"ceiling",0,5
"ceilings",0,1
"celebrations",0,1
"celebrity",0,1
"celebritys",0,1
"cell",0,3
"cena",0,3
"cencrto",0,1
"censored",0,1
"cent",0,1
"center",0,1
"central",0,2
"centralizing",0,1
"centre",0,1
"cents",0,2
"century",0,7
"ceo",0,1
"ceramic",0,1
"certain",0,9
"certainty",0,2
"chaazzz",0,1
"chace",0,1
"chad",0,1
"chageing",0,1
"chains",0,2
"chainsaw",0,2
"chainsaws",0,2
"chair",0,68
"chairahhhhhhhhhhhhhhhnshootershitnmekills",0,1
"chairdesk",0,1
"chairnbitch",0,1
"chairnstupid",0,1
"chairs",0,52
"chairsanythingeven",0,1
"chairsbenches",0,1
"challenge",0,3
"chamber",0,1
"champion",0,1
"chan",0,4
"chance",0,48
"chances",0,4
"change",0,12
"changed",0,11
"changes",0,4
"changing",0,4
"channel",0,3
"chaos",0,2
"chapman",0,1
"chapo",0,1
"character",0,2
"charge",0,12
"charged",0,1
"charise",0,1
"charleston",0,1
"charlie",0,2
"charter",0,1
"chase",0,4
"chased",0,2
"chaser",0,2
"chasing",0,4
"chater",0,1
"chattanooga",0,1
"chatter",0,1
"chatting",0,1
"chavarria",0,1
"cheap",0,2
"chears",0,1
"check",0,24
"checked",0,6
"checking",0,2
"checks",0,4
"checkups",0,1
"cheek",0,1
"cheeki",0,2
"cheer",0,1
"cheerful",0,2
"cheering",0,1
"cheersnnnteacher",0,1
"cheese",0,3
"cheesus",0,1
"cheesy",0,1
"chem",0,2
"chemical",0,2
"chemicals",0,4
"chemist",0,1
"chemistry",0,2
"cherry",0,1
"chest",0,3
"chewing",0,1
"cheyenne",0,1
"chiar",0,1
"chicago",0,5
"chick",0,1
"chicken",0,15
"chickens",0,1
"chicks",0,1
"chief",0,2
"chigao",0,1
"chihuahua",0,3
"child",0,26
"childeren",0,2
"childhood",0,1
"childish",0,1
"childnnwe",0,1
"children",0,90
"childrencause",0,1
"childrenni",0,1
"childrennmy",0,1
"childrens",0,4
"childs",0,2
"chile",0,1
"chill",0,10
"chilling",0,4
"chills",0,3
"chin",0,1
"china",0,5
"chinease",0,1
"chinese",0,1
"chipotle",0,1
"chips",0,1
"chirst",0,1
"chkbrk",0,2
"chloe",0,1
"chocked",0,1
"chocolate",0,4
"choice",0,7
"choicemaybe",0,1
"choices",0,2
"choiceshidingescaping",0,1
"choir",0,2
"choke",0,8
"choked",0,2
"chole",0,2
"choose",0,6
"chooting",0,1
"chopsticks",0,1
"chose",0,2
"chouxer",0,1
"chow",0,1
"chris",0,3
"christ",0,9
"christian",0,4
"christmas",0,4
"christnnnnokay",0,1
"chromebooks",0,2
"chuck",0,4
"chucked",0,1
"chuckled",0,1
"chuckling",0,1
"chum",0,1
"chunkysquirrel",0,1
"church",0,12
"churchnedit",0,1
"churned",0,1
"cigarette",0,3
"cigarettenand",0,3
"cigarettes",0,1
