"","his_data_2017.his_all_comments.textOriginal"
"47","Yeah all sit in a corner and make it easier for the shooter to kill more kids. That's anti-gun liberalism for ya. No self defense!"
"48","At 0:24 is the weapon real or fake?"
"49","only in America"
"50","+KuPa LURK shoot the shooter*"
"51","Whoot the shhoter"
"52","Max Nikolic smart teacher"
"53","Cruise The Autistic Boy it sounds like a nerf gun or an airsoft and also looks like one"
"54","Mr.Oglou they use fake weapons during alice drills?"
"55","Cruise The Autistic Boy fake"
"56","This happened in Texas when my math teacher worked at the hs and they didn't tell them, and like kids needed to go into therapy cause they never told the kids what was happening and some of the kids were permanently scarred."
"57","Murica the land of school shooting and dead net neutrality."
"58","I like the idea but what about when a 110 pound girl jumps onto a 220 puns man. He’s gonna throw her through a damn wall or punch her through the floor"
"59","alright I'm 10 I was in karate for 5 years so I would stood right beside the door and chocked him out"
"60","Tip: don’t make fun of the white kid with sketchers."
"61","We need guns in every classroom. Every teacher should complete at least basic training and target practice."
"62","at my school we stand up because if there's somewhere far we have to evacuate the school cuz if he comes in but if he comes in we have to pick up chairs like we can grab a computer we can grab anything to throw it at him or her"
"63","at our school"
"64","Three years later we don’t go anywhere to hide we just continue work in a drill"
"65","If a school shooter was at my school...

Teacher:Be quiet students...
Class:*talks loudly*
Teacher:Be quiet i said...
class: *keeps talking*
Me:SHUT THE FUCK UP WE ARE GONNA DIE IF YOU DON'T SHUT UP!
class: *keeps talking*
Me: *Reaches into backpack*
Class: *Shuts up*"
"66","Does her Columbine Sweater say the shooters names?"
"67","Sad thing is, so often when a kid decides to shoot up the school, their motive is to kill. Not to threaten.

So huddling in a corner might increase your chance of survival for now, but i'd still take my chances by hoofing it. 
(He says while never having actually been in mortal danger.)"
"68","I don't get it. What is the ultimate main objective of those shooters intruding into schools and trying to shoot people?! Please get some help"
"69","Quick question, why the fk does my school use a nuclear siren to wane about a lockdown when they can announce it over the speakers"
"70","I would grab do what the teachers were doing then I smash the gun mans hand"
"71","5 of my favorite things"
"72","my school had some one come in side with a wepon and the lock down was 1 hour long"
"73","They threw balls at him XD"
"74","I would fucking throw my chair at the school shooter!"
"75","""Oh my god! A shooter! Everyone get down! ""
Me: **smiles** I am ready to watch you all die and then die with you."
"76","One things I don't like about lockdown is that we all have to hide in one spot and sometimes this ugly kid is in front of me and his breath smells horrible. I have no idea how people even hangout with that guy"
"77","At our school we practice run hide, but never fight.  When we're hiding, we're told to bring something heavy as if we were gonna fight, though.  The really stupid thing is that when we're running, we exit one at a time in nice, orderly lines."
"78","It's easy! Just follow the rules... I seriously made that horrible joke, I'm so sorry 😑"
"79","In the vid the school is more likely to have less kid cause there doing it wrong"
"80","Is it me or does holly carpenter look like lily Shen from xcom 2"
"81","Omg lol"
"82","Last year in my agg  class we had a lockdown drill and at the end of it my teacher was literally like there's no real way of locking our door so if the shooter came in we basically pick up stuff and throw it at them"
"83","We had 30 min drill on time"
"84","I feel bad for the teacher in the colinbine school
Sorry I spelled it wrong"
"85","My teacher told me when this happens get something really heavy and through it at the then tackle them to the ground"
"86","BAN GUNS YOU STUPID AMERICANS"
"87","Guys the best way to survive a lock down is
Step 1: wait next to door side to side
Step 2: throw balls at him and scream
Step 3: throw him on floor
Step 4 : if he had a gun you realized you f****d up"
"88","0:48"
"89","I remember once we had a lock-down during my primary school years, these people were playing around with some guns around the church that was neighboring my school. The police were there and everything, keep in mind I was like 4 when this happened so this didn't impact or scare me as much as it would if it happened now."
"90","yeah make it easier to get shot good idea"
"91","After watching this I REALLY appreciate living in mexico, its rare that people use wepons (that dosn't mean that people never use wepons) for example: in an avarage rovery people will just sneek into the house or the shop, and just take everything they want 2 steel and after that they will just run for their lifes. Most of the time the worst event that could happen is having a fight with just a pair of inocent hands. :))"
"92","How would be in my school:

The entry class: *scream*
The teacher: *stars running for his life*
Me: that fucker
All the class: *screaming and running like idiots*

And all of us would end death :v"
"93","What the heck how come we don't have these in our school we rarely ever have one"
"94","Ban guns ffs"
"95","""My husband almost got a ticket coming over here yesterday,
He was going 130.""😂😂😂😂😂"
"96","Last part was funny"
"97","We never have lockdown drills"
"98","This is fucked up.😣😒😓😵😱"
"99","It would be extremely horrible if a real school shooting happened during a drill"
"100","If the police want to know , they should send a emergency alert for this ."
"101","This just teaches the shooter were to look for people."
"102","My classroom don’t have no shades my middle school broke as f"
"103","How dumb is this school? They could've expected children texting their parents and panic. They should've atleast warned the parents beforehand"
"104","I was on lockdown a week ago and it was serious"
"105","If a shooter comes into a classroom then why can't all the kids just grab a desk or a chair or even a freaken DICTIONARY and be like YEET!! Smack the bitch till he is only the floor and kick his balls/boobs. Because if we stay in one place in the classroom oh EASIER TARGET!! Great thanks"
"106","I’m sorry but throwing a desk or stapler isn’t gonna help stop the gunman/gunmen the
Adrenaline will be way too much.

Also I didn’t like how the girl and boy in the classroom drill were giggling. Seriously?! Ok I know the age immature but it’s no laughing matter regardless of age."
"107","I remember someone shouting ""TERRORIST!"" at a teacher walking past the classroom outside during my school lockdown drill... XD Principal was less than pleased"
"108","What if thars more than one shooter?"
"109","I think all schools should do Rachel's challenge"
"110","0:49"
"111","I would be like kick to the head knee and nuts boom knocked out"
"112","I wish my school had this drill. We actually had a school shooting before too."
"113","5 minutes mine were one and a half hours"
"114","2:32 THAT WAS THE CUTEST THING I HAVE EVER SEEN"
"115","Nvr happens in england cuz guns r illegal"
"116","Thank god my school had a guard with a gun and a tasser,plus my teacher had a hammer ready to use"
"117","Hay that my old tescher"
"118","Yeah this would just scare the  fucking pants in me!!!"
"119","Our school had a lock down and me and me friend were told to go get our water bottled(gym class) when we heard the anounce ment for the drill we didnt have enough time to run to the gym and our class door was locked so we found one of the class room doors open and a teacher about to close it so we ran up and told her all what happened and we were aple to save our selves"
"120","Substitute teachers need to be able to do the drills as well. Because our substitute teacher did not lock the door and did nothing because she didn't know what to do and didn't listen to us."
"121","doing 130? yea... dead kid and dead husband... what good is that going to do?"
"122","6:22 well if she does that she can say bye bye to her ankle down"
"123","If you Americans could only treat your classmates with kindness, then maybe all these School Shooting shit won't happen lol."
"124","When she was wrestling the guy it made my heart so warm I felt like she kinda was like this is for what you did to me and I'm not letting u do it again"
"125","Oh yeah, let's block the door and get behind the teacher's desk so that the shooter DEFINETELY doesn't kill us"
"126","Oh snap it's Dan Abrams!"
"127","I got sent to the principles  office during a lock down"
"128","Hey spider man"
"129","*Plays Pumped up Kicks*"
"130","At 6:00 she has a death grip on his arm"
"131","4:47 HOLY SHIT!!!!!!!!!"
"132","Train the kids who cares about teachers.. I mean what if something went wrong (teacher get injured or dies) the kids should know how 2 like wtf"
"133","so unneccesary with the fake blood and so on, they just want more drama... i dont think this is a good teaching methods.as a student i would be exited if i knew it was all fake. i wouldnt take it serious"
"134","Not only muslims u should talk about!!"
"135","*N O  O N E ' S  G E T T I N G  O U T*"
"136","Cringe"
"137","Or we could, you know, have more gun control."
"138","I support this training.  And for the people who disagree with this. Look up the Freeman High School shooting outside Spokane Washington just the 2nd day of the 2017 school year.  The shooter was incompassatated by the school Janitor!"
"139","If that happened to me I would break open the window with a chair and run home before the shooter got to my room"
"140","This is why I keep a pocket knife in my boot all the time"
"141","nah for real, my former algebra 1 teacher has a wooden baseball bat. someones in the hall, ta fucking da hes getting knocked out. we already have a plan. he knocks the gun out, and you pull the gun on him until the cops come."
"142","nah for real, i’d rather have a realistic drill if warned before hand."
"143","I wish my school would do these things"
"144","jesus christ this is a joke, just fix your fucking gun control problem and this shit training won't be needed."
"145","60 years ago, we did drills for foreign threats. These days we do drills for theats from our own soil."
"146","Teacher:""Tomorrow, there is going a to be a drill about school shooting!""
School shooter: ""oh can I pretend to be the school shooter?""
Teacher: ""okay!""
School shooter: ""great.""
*actually shoots up school*"
"147","What if he’s using his other arm to shoot?"
"148","what the fuck are they doing be by the door ready to attack and disarm the shooter"
"149","My school is ment to do this on Monday with a fake acter but I don't know i think there not that mean"
"150","I love that they run their drills like this. The kids need to know what it’s like."
"151","we’re in england and we’ve never ever done this before. we got a letter earlier this week saying that we will start practicing these lock downs. we will do our first one on monday and i am so so scared. i’ve never been so nervous. any tips ?"
"152","What the heck?? WHY SHOOTERS GO INSIDE SCHOOLS TO KILL STUDENTS IN SANDY HOOK R.I.P FOR THOSE 20 STUDENTS AND 6 TEACHERS AT SANDY HOOK AND CURSE ADAM LANZA THE SHOOTER OF THE SANDY HOOK ELEMENTARY SCHOOL."
"153","My highschool (Aztec High school) had a shooting last week an we never even have these lockdown drills. But one of the students was going to the restroom an caught the gunman ino one of the stalls while he was gearing up an fucked up his plan, because he shot him alerting everyone. Our school really needs to have these drills to prepare everyone. RIP Paco & Casey."
"154","What if a real school shooter is there and they think its a drill?"
"155","Oh god 120 mph"
"156","Chicken Lurkin' Yung Chihuahua revenge , anger , paranoia"
"157","I think it's absolutely a thing they should do at schools, especially in these times. I never had a school shooting drill, and I would have had no idea what to do in that situation if it ever came to it."
"158","0:50 lol the guy waving at the camera 😂😂"
"159","They did that at my old school where like the guy had the fake gun and once they didn't say that it was a drill and it was really scary and my social studies teacher told us that if there ever is gonna be a shooter that it will most likely be a student and that since they know how the system works that we will probably get shot and this gave me major anxiety and I would have a panic attack every day before school (and keep in mind that this was in 6th grade I'm in 8th now) and I was an innocent little baby (11) and I didn't know about this kind of stuff because I didn't watch the news cuz my parents didn't think I needed to know about that stuff so young and I still get anxious in public places because of what they did I am always afraid about shooting and even in my own house I am scared about drive by shootings and these thoughts aren't just back of my mind thoughts these thoughts consume me... Luckily now I'm homeschooled and can be in my bedroom that is at the back of the house all day"
"160","Legit my class during an intruder drill (that’s what we call it, at least):

Teacher: shhhh is everyone be silent
Boys: I broke your ankles on the basketball court earlier today didn’t I?! 
Girls: I mean she be over here creating rumors but she finna get PUNCHED cuz I’m here and she won’t last
Me: y’all fucking shut UP
Boys and Girls: breh we over here having a CONVERSATION nobody wants you here smh
Me: ..."
"161","WHY DO I KEEP WATCHING THESE VIDS?!?! *Clicks another* I CANT STOP!!"
"162","""the cops are HERE, a shooter might come"" are you kidding me!!!?? the best time for a shooter to show up is when cops are on sight!!!!!!!!"
"163","I would just throw a scissor and if that doesn't work I'm dead"
"164","My school
Class: *talks*
Teacher: shhh we’ll be fine
Class: fine😡
Me: wow🙄"
"165","I actually a couple weeks ago was volunteering at my kids school when a teacher accidently pushed their panic button putting the school into code red. So we at the time had no idea it was an accident. Cops came assessed the situation and found out what happened. It was good practice. I was with k-2nd graders and they did great. It was very organized and everyone did what they were supposed to do. Doing this can save lives. The other volunteers and I didn't scare the kids either we stayed calm and collected as possible."
"166","If this was my school, we’re dead. There’s so many giggling and farting."
"167","I live in England and I'm always scared to go out of class to the restroom because what if those 5 sharp bells go that signify a lockdown and I can't get into a classroom and I'm trapped wondering the empty halls. Scares me to death!"
"168","who sits in a corner during a active school shooter just use the windows"
"169","I hade a lockdown at my school care it real"
"170","At lockdown drill

Me:sleep
Friends:scared
Me:wakes up*
Friend:WHY ARE YOU FLIPEN SLEEPING
Me:I’m tried
Friend:THERE A FLIPEN LOCKDOWN
Me:so?? *go back to sleep*"
"171","1:18 ""RACED TO THE SCHOOL"""
"172","Omae wa mu shinduro



NANI??"
"173","Adam Lanza was the shooter at Sandy Hook Elementary School, Conneitcut,Newtown"
"174","Obviously the teacher's desk is impenetrable"
"175","I think a teacher or student in each class should volunteer themself(ves) to stand by the door (out of sight) with some weapons like scissors"
"176","Lol that’s not the point even if I didn’t watch this if I was a killer I would kill the teacher first so they can’t get me commonsense"
"177","They honestly gotta do this at my school, most students in my class just giggle. -_-"
"178","Cringe"
"179","Lmao. If they'r reloading, me and my mates will just pick them up and drop them, easy said than done though.."
"180","""And I'm KINDA scared"" kinda? id be extremely scared :D"
"181","Our school doesn’t have an alarm or speaker and we don’t lock the doors so we’re not safe I’ve asked a few teachers what they would do if a shooter brakes in and they say honestly I don’t know"
"182","This would help with real panic and fear but this seems like a little bit of uhhhh overkill. You didn't tell the parents? Bad optics."
"183","All the boys at my school start singing Pumped Up Kicks whenever there's a lockdown drill, or real one for all we know, cause we aren't told if it's fake/real 😑"
"184","I once had a lockdown DRILL but I forgot to check the school calendar/planner so I was like ""oh jeez this is real I'm gonna die"""
"185","pumped up kicks"
"186","'Murica!"
"187","I'd be that kid that in the bathroom taking a crap while a school shooting is on"
"188","When there is a school shooting going on, you run. Don't just sit there while the shooter shoot's everyone one by one."
"189","Keep the doors locked"
"190",":’)"
"191","I’m small so I can hide behind a corner and duck and when the shooter comes they might not see me so I can just punch them in the balls, knock away the gun, kick them in the head and scream help so advantage of being small"
"192","In England we just have locks on the doors so the students don't steal the computers."
"193","Lmao"
"194","Sandy hook was a lie"
"195","When a school shooting would happen i wouldnt sit in the class i would run away and if doors would be on lockdown just fuck up a window like you aint gonna do shit with that training the shooter will shot you before you get close to him if they shot up a school they have no mercy"
"196","Maybe going inside the room is too far but the fake gun is fine I think."
"197","ALL THE OTHER KIDS WITH THE PUMPED UP KICKS BETTER RUN BETTER RUN OUTRUN MY GUN"
"198","*gun man walks into room* 7:56 *THROWS TENNIS BALL FURIOUSLY*"
"199","But well, ABC, it's 2017 now.

The community will either school shooting jokes on this video, or they'll make a bunch of school shooting jokes NOT on this video.

The first one is disgusting, the second one is cowardly AND disgusting."
"200","I know waht it is like cuz I've been in one when I was in kinagarden the killer killed my princibul and I was right next to it and I was scared"
"201","There's only two students who get to have the gun in the bottom drawer of the desk students who are older than 18 and students who have filed a handgun safety report"
"202","It's locked in there the key is at the"
"203","My teacher actually keeps a gun in the bottom drawer of your desk just in case"
"204","they're having way too much fun for a drill thats supposed to save lives..."
"205","THE part with the  220 guy scared the crap out of me"
"206","OMG If it  were to happen in my school we'll be dead cause they don't have drills only fire drills and it seems like they do it once every 2 TERMS"
"207","But what if the shooter is an actual student (like Columbine) and knows what the teachers and students will do because they were in a drill before?"
"208","0:49 
The kid in the red backpack 😂😂😂😂😂😂😂😂😂😂😂😂"
"209","3:50 why not throw things at the guy then get on top of him 
What if a teacher threw a chair or book then you'd get hurt too probably"
"210","in my school,the shootings are just a joke for the students."
"211","What if it a school shooter if it a man kick his dick  I dont' give a shit just ruin his man hood"
"212","One time we had a real lock down but when we went behind cubies  I got my pocket knife out of my backpack and  stabbed the guy in the foot"
"213","I play pumped up kicks over this all the time"
"214","School shorts don’t just carry one ☝️ gun they carry 5 to 10 guns"
"215","In my highschool in the UK when the drill happens they tell the students to come in the classrooms they lock the doors and close any blinds and tell us to hide in places. If there aren't any hiding spots they tell us to avoid the windows. This is smart as the killer would think that the rooms are vacant."
"216","This is why I always bring a camo suit with me :3"
"217","Parents need to understand coming to get their kids in a situation like this isn't going to fix it, it's only going to make it worse..."
"218","""Don't worry guys, I play mortal combat, I can fight these shooters off and give them a brutality!"""
"219","They should have used nerf guns."
"220","We can’t hide behind the desks anymore in my state because it’s unsafe."
"221","3;49 SAVAGE CLASSROOM"
"222","I’d go all Watchmen and bite their cheek off"
"223","I think we should do this"
"224","My teacher said if we ever have a real lockdown, (like if someone comes in the school with a weapon and will kill us) she will push us out the window and said we have to run as fast as we can"
"225","BOOOORING"
"226","I’m in England and we have lockdown drills now"
"227","That is so crazy and wrong that teachers have to train in this way.  I am a kindergarten teacher in New Zealand and we often have tsunami and fire drills. So I think that the teachers are doing the right thing by practicing lock down drills for the kids. When the children know what to do,  then there will hopefully be less injuries and deaths of children.  Recently we have been practicing the lock down procedures . But luckily    in NZ we have very strong gun control laws to protect the kids as well as the teachers as well as other people.   Scary  that we have to even consider this happening here.  Good luck and keep up the  lock down drills."
"228","Man my school was ass they don't even lock the damn doors"
"229","So let’s get this straight. The children are taught to cower in a locked room instead of running. What shooter is stupid enough to hear a lockdown drill on the intercom and say to himself, “They must not be at school at 12 a.m. on a school day” while the kids wait like sitting ducks to be murdered? Pure retardation."
"230","Me: SLEEPING 
Kid: bruh there’s a shooting going on 
Me: oh crap we better hide 

10 minuets later 
Quiet kid: (humming) all the other kids 
Me: he bout to do it bois"
"231","Fuck the school making the parents worry about their kids and wasting their time"
"232","In our school we just lock and barricade the doors. And if you're outside the classroom when it happens you have to either sneak out, hide somewhere or convince a teacher to let you in their classroom"
"233","1:21 not sponsored by Audi , no."
"234","maybe instead of trying to prepare for it just cut the root of the problem?
a.k.a stop the bullying.."
"235","She supports school shooting drills that are realistic"
"236","I feel so bad for these guys it must be so traumatizing."
"237","here is Australia when we have a lock down we hide under the fUCKING DESKS. 

because obviously no one can see you if you're under a desk with limbs and shit sticking out because the desk is so small."
"238","This is so messed up.."
"239","Once in the 5th graid there was a lock down the fuzz has been CHASING a guy with a sharp kighf and he went on are campos as the whole school agent in the gym and did nothing but hang out and play and we eaven hered helicopters"
"240","One time I was in a real lockdown for 2 hours after school and my grandma was picking me up from school and was walking are 3 dogs and they also had to come in it was so boring 😞"
"241","School shooting drills are like so dumb. It’s like go hide in a class and don’t get shot okay. Like it’s practically a ostrich hiding from an animal. What I did once in a drill was take my sock off and put a lock in it then swung it around. Btw I wasn’t told it was a drill. No one was."
"242","Are y'all for real? Like these kids are way too fucking quiet during a lockdown my class would be fucking screammming we'd all die cuz no one would shut up"
"243","I was actually in a real shooting. It was at a playground and it was an open shooting. Happily I came back home unharmed. I ran as fast as possible."
"244","7:55 tbh I find that really funny😂"
"245","I remember when sandy hook happened.my mom rushed me into the room and turned on the news"
"246","We made a rule at our school, so, even if it’s a drill, you grab something dangerous, or sharp, spread out,so if someone comes in, we scream and stab them, yay safety"
"247","I need to start secretly recording stuff and posting it on YouTube"
"248","All are school says is “we are having a lock down drill” and that’s it  not have a fake guys act like he’s shouting"
"249","Holly Carpenter.
I know you probably won't see this, but I just want to thank you.
I'm supposed to be doing homework but I somehow stumbled upon his video.
When you started talking about how when you look at these children, you think they're amazing and all that, it has inspired me.
I've always wanted to become an author but I know that might not pay well. And my writing isn't too good 😅
I've had several amazing teachers these past few years and they were the ones that sparked the idea of becoming a teacher. I love helping my classmates understand the work, I love helping my peers with their problems and like giving them advice. And when I thought about it, those are all things my teachers have done for me. At first I doubted the fact that I could be a teacher for several reasons. But you, Ms Holly Carpenter, have truly inspired me to become a teacher.
I will work hard and hopefully, one day, I'll be able to see students the way you see your students. Thank you 😊"
"250","0:49"
"251","OMG That happened to me before!
I was scared as SH**/F***?"
"252","Half of them niggas was laughing"
"253","Shoots up a school while their is a school shooting drill."
"254","Teacher:  (LOCKS DOOR)
Shooter: (Shoots off doorknob) 
Shooter: Surprise motherfuckers, :) 
Teacher: (Throws tennis balls at shooter) 
Shooter: (The fuck was that?)"
"255","Remember... No Russian."
"256","A drill of this was at my school. My BFFS dad is a cop. He came in as a shooter. I hid behind  the door and as soon as he came in i jumped and kicked him in the bollz. I realized and said ""WELP. I DUN DID FUCKED UP"
"257","Why don't they fit shutter that come down when emergency panic button is pressed??"
"258","4:28 TEACHERS ONLY?!

MAN I NEED THIS"
"259","News guy: ""Is the 100lb teacher or student really gonna be able to take down the 200lb gun man?""

Other guy: *Lol nah they finna get fucked up.* Let's find out ha."
"260","*fake guy gets in the class*
Teachers: FUCK! WE CANT ALL GIVE A 100 QUESTION TEST ON THE SAME DAY!"
"261","Ok so one time there was a shooter within 100 feet of the school. My teacher put belts around the door and gave us scissors. Then, my teacher said ""This guy can come in, *but I won't let him get out alive* ""."
"262","Lock down drills are basically useless. You should barricade the doors and seek an exit . A school shooter isn’t going to be fooled into thinking no one is in a classroom just because the lights are off."
"263","These lockdowns are kinda stupid though no one would do this they would just all mass panic and even if they did the shooter could just shoot open the lock and kill everyone with ZERO survivors since no one ran.
What I’m saying is ignore everyone and run get out if you can’t get out save other hide and jump the shooter and try to steal his gun or distract him."
"264","Jokes on them, I'm aribic....
T I C K T O C K"
"265","We had a surprise lockdown where the drama students would scream in the halls and bang on the doors crying, our PE teacher was almost crying, and when it was done and quiet our principal came and unlocked our door without announcing himself and I was behind the door and almost smacked him with my gym bag before I realized it was him"
"266","did anybody else notice the red door at 0:35 that says ""No drugs just hugs""? 😂😂 I don't think they have any idea how many kids do drugs nowadays lmao"
"267","My class during a lockdown (( DRILL OR REAL ))

Brat in my class: OMG WERE GONNA DIE
Me: shut the freak up or else we will
Boys: lol we should talk more
Me: NO WE COULD DIE
Teacher: *S* *H* *H*
Me: Silent
Brat In My Class: Ruff be quiet
Me: Im not even talking...
Brat In My Class 2: OMG STOP BEING RUDE TO BRAT IN MY CLASS 1
Brat in my class 3: Yeah stop
Announcer: Drill over
Me: Thank the lord"
"268","There were drills like these in my previous class , some boys of my class ( including me) were selected. Everyone had to wear a bicycle helmet amd knee pads and we were free to shoot from a BB gun . We shot a lot of kids with the toy gun who were trying to fight"
"269","I'm not staying in any room I'm out Fam
Fuck that shit I'm out"
"270","Literally I have had one lock down drill in my life."
"271","my friend has to go to therapy because of his experience during a drill"
"272","3:49 yeah that's defiantly gonna stop a shooter 





Some weak as teacher and kids with ping pong balls"
"273","ALL THE OTHER KIDS WITH THHE PUMPED UP KICKS
YOU BETTER RUN BETTER RUN OUTRUN MY GUN"
"274","I hope the officers kick those criminals' ass"
"275","They should tell the parents if they are going to do a drill like that.  I get they want the children to feel it, but the parents should be informed.

Adittional note, I am 110% for the teaching of defense and gun safety etc to staff and teachers.  As mentioned, it empowers the teachers, as they feel they have some sort of small amount of control.  In the right circumstances, they can actually make a difference.  And, being informed, they know when would be the time to do something, and when it is better to run."
"276","I think this isnt very clever because students might think that an actual schoo shooting is just a drill"
"277","I got anime in my side"
"278","6:00 this scean I mean he has a huge ass advantage another hand could easily get his knife or punch and I mean shit fighting off someone with a knife is hard enough"
"279",".....when someone knocks on that door in lock down I sit next to the window I always grip the desk getting ready to throw it at that window so I can gtfo I'm trying to survive"
"280","Thats why your kids should turn off their phones during drills."
"281","Grap gun, Grap wrist and trtien grip, flick up the hand you are holding the gun with, and now you have it. Then bash them in the head with it. (don't shoot, because its mean and you will hesitate.)"
"282","0:49"
"283","This is my favorite drill"
"284","I live in Canada so i dont knoe what its like"
"285","Fuck white christian kids that shoot up schools"
"286","0:49 tho"
"287","here is the problem with not trying to eliminate a gunman or terrorist . 
He will continue to murder even more people and will kill you anyways . 

if you have a group of people in a room and no escape , barricade , arm yourselves and stay spread out and have your most fighting capable people near that door if you have a fire extinguisher use it to blind the attacker and have some guys ready to melee engage to get that gun out of his hands and into your hands and kill the attacker. 
The sooner you get that gun out of his hands the more people may survive."
"288","Tell me why my evil ass think this shit in the begging look mad lit 🤔🤔"
"289","We had a drill lockdown at my school. There are usually two classrooms next to each other, the walls between them are glass and so are the doors. Wouldn't the shooter be able to see us crouching behind our flipped tables through the glass and shoot us??? That drill lasted for about 40 minutes. I was crouching behind my desk, unable to look up. I could hear some faint talking. Then I realised my phone was playing a video I was watching earlier video in the morning... I survived! But seriously, this way of dealing with a shooter is stupid"
"290","And this is why my physics teacher holds a 75 lb weight in her cabinet."
"291","Your just teaching future school shooters where the kids hide and where the teachers gonna jump you from"
"292","I'd have bolted out of there idgaf if the teachers tell me to hide or some shit I'm hopping out the windows and bolting. I'd run"
"293","When school shooting happens:

Teatcher: guys get down where having a lockdown and is not a drill

Kids in my class: (start whispering how scared they are)

Me:guys be quiet this is a life or death situation

Teatcher:ok everyone stop talking now

Gunner: OPEN UP NOW I KNOW YOUR IN THERE

Teatcher:(👆 holds hand up to his lips)

Class: (everyone shuts up)

Class:(grabs heavy things)

Gunner: (OPENS THE DOOR)

Teatcher: (grabs ruller and hits him until he falls) 

Office: (calls 911)

Class: (throughs everything heavy  at gunner)

Gunner: (gets knocked out )

Police: (arrive and handcuff gunner)

Police leave with gunner 

Teacher:(explains how good we did and how bad we did)

Side note: this is not real its almost like a story of my own. Guys stay safe. 
Make sure you:
Have closed and locked windows with the blinds down

Lock door with blinds down

Make sure you  are spread out with something in your hand

Be quiet as possible

Don't barcode the door because that makes a lot of noise

People that read this please like, subscribe to my own YouTube channel, and be careful when it comes to dangerous situations like this!"
"294","0:49"
"295","Prepare for it ? prevent it !! its not that hard really..stupid americans"
"296","Why is it good to group all the kids up in a corner ?"
"297","0:49"
"298","Wtf at sky view they do this my school is near here we don’t do that"
